"Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","p_adjusted","symbol","UniProt","label"
"APMAP_Q9HDC9_MS",-0.00605875961818203,-0.0107182684525259,0.0284372108577244,-0.213057449568275,0.831370583725811,0.0142043997136022,0.00416574797952463,491,-0.0619323969268042,0.0498148776904401,160.722715146705,0.923542294984107,"APMAP","Q9HDC9","APMAP"
"APOA1_P02647_MS",0.0217629413711717,0.0341032309341384,0.0201706425475809,1.07894140307304,0.281143588297687,0.610841611095858,0.606878694711905,491,-0.0178684828083648,0.0613943655507083,-180.686783889867,0.581834992550633,"APOA1","P02647","APOA1"
"APOA2_P02652_MS",0.0183298545868577,0.0233471367335339,0.0273452062935005,0.670313267712096,0.50297325531768,0.52745552998433,0.522643468171543,491,-0.0353982042659142,0.0720579134396296,121.800370729986,0.73987359173713,"APOA2","P02652","APOA2"
"APOA4_P06727_MS",0.040671005787012,0.0587143221245528,0.0317479115709316,1.28106082493471,0.200777026766561,0.181761963891989,0.173429600998832,491,-0.02170752019767,0.103049531771694,270.190361508297,0.509982696986618,"APOA4","P06727","APOA4"
"APOB_P04114_MS",0.0944263430425619,0.107979531933115,0.0424071740857309,2.22665964140097,0.026423805049405,0.084395359852303,0.075052455361,490,0.0111040008935223,0.177748685191602,556.550111102267,0.19100636221427,"APOB","P04114","APOB"
"APOC1_P02654_MS",-0.0755190270284034,-0.0851587062135442,0.0411826077179576,-1.83376020152977,0.0672946935529991,0.159952030447666,0.151397570472591,491,-0.156434912154015,0.00539685809720826,528.818305615158,0.312015869505354,"APOC1","P02654","APOC1"
"APOC2_P02655_MS",-0.0627349515885407,-0.0665000284303141,0.0449212064097347,-1.39655535998574,0.163178282171608,0.116801316958407,0.107807440349022,491,-0.150996462429415,0.0255265592523336,615.19090374397,0.466145985177822,"APOC2","P02655","APOC2"
"APOC3_P02656_MS",0.023194974202426,0.0232832921984959,0.0475317871519541,0.487988682779254,0.625775693496399,0.113251751316766,0.104221728417752,491,-0.070195824538215,0.116585772943067,671.340675582278,0.823328725907545,"APOC3","P02656","APOC3"
"APOD_P05090_MS",-0.00884246592856665,-0.0182976811339556,0.0235434271390489,-0.375581085809747,0.707390556247463,0.0754812006882884,0.0660665489641366,491,-0.0551007616366309,0.0374158297794976,-26.9960236427133,0.870720253948726,"APOD","P05090","APOD"
"APOF_Q13790_MS",0.0199245740529014,0.0316567259212698,0.0268856481973819,0.741085872530374,0.458995651605913,0.289235077309192,0.281997145306231,491,-0.032900541733012,0.0727496898388149,104.953441554153,0.719159226947526,"APOF","Q13790","APOF"
"APOH_P02749_MS",0.0175892875369866,0.0284475592900514,0.0274691379917953,0.640329068288941,0.522257386329223,0.231197741628887,0.223368798060953,491,-0.0363822732118118,0.071560848285785,126.295118213235,0.751812908912053,"APOH","P02749","APOH"
"APOL1_O14791_MS",0.0248598397318226,0.0339436090568512,0.0290833385185215,0.854779437236576,0.39309013970218,0.385758770335424,0.379503767996681,491,-0.032283313872018,0.0820029933356632,183.054835299272,0.676542893501031,"APOL1","O14791","APOL1"
"APOM_O95445_MS",0.0501323228972108,0.0647903382498473,0.0303164989061746,1.65363167601785,0.098841524984423,0.402037441074498,0.395948209313546,491,-0.00943375314398882,0.10969839893841,224.332307480348,0.367039394134823,"APOM","O95445","APOM"
"APP_P05067_MS",0.028487481759335,0.0360018815806779,0.0188447436622433,1.51169377890831,0.131255102101201,0.779070449325212,0.776820657566813,491,-0.00853880671269823,0.0655137702313682,-248.273002644861,0.418362719138318,"APP","P05067","APP"
"AQP1_P29972_MS",-0.145099375478981,-0.11136950076458,0.0692599428812636,-2.09499704219701,0.0367598480769337,0.0492909051986905,0.0381584802010171,427,-0.281232228945475,-0.00896652201248685,849.094031463985,0.227528845589339,"AQP1","P29972","AQP1"
"AQP4_P55087_MS",0.0685454659016646,0.108158337216862,0.0203559515818388,3.36734274622758,0.000818563748330589,0.598138482543142,0.59404620639796,491,0.0285499451930438,0.108540986610285,-171.596532524893,0.0212406798284758,"AQP4","P55087","AQP4"
"ARF1_P84077_MS",0.0749653340952127,0.0939942465406405,0.0378712508391921,1.97947869251873,0.0483224879207205,0.123973534590109,0.115016208767922,489,0.000554874874825514,0.1493757933156,442.485861638716,0.26362457021978,"ARF1","P84077","ARF1"
"ARHGAP36_Q6ZRI8_MS",-0.0115134939937738,-0.0169709753240115,0.0285314067463602,-0.403537550606142,0.686728493722453,0.311067362334834,0.304051755026635,491,-0.0675722080648089,0.0445452200772613,164.009816100513,0.862779932522809,"ARHGAP36","Q6ZRI8","ARHGAP36"
"ARHGDIA_P52565_MS",0.0150861204852574,0.0274596355717247,0.0219347044846252,0.687774047552444,0.491919849660276,0.379089458698809,0.372766540762951,491,-0.0280113453308338,0.0581835863013486,-97.3479808656337,0.735336614263219,"ARHGDIA","P52565","ARHGDIA"
"ARHGDIB_P52566_MS",-0.00307652404230274,-0.00576351224820458,0.0250834831514053,-0.122651388713946,0.902433447052644,0.140635932886897,0.131866911793906,490,-0.0523609814599525,0.0462079333753471,35.5688855100366,0.954076852091172,"ARHGDIB","P52566","ARHGDIB"
"ARL8B_Q9NVJ2_MS",0.0169747039310739,0.0126536894553384,0.0666767156541077,0.254582184568477,0.799158852946621,0.0898034767453435,0.0799741406410815,463,-0.114051768198261,0.148001176060409,924.666229424355,0.905944364690009,"ARL8B","Q9NVJ2","ARL8B"
"ARMH4_Q86TY3_MS",0.0370743804645123,0.0556392512979558,0.0158455321882596,2.33973715896912,0.0196971163494758,0.779727909965402,0.777484813325539,491,0.00594096436127909,0.0682077965677454,-420.579368456015,0.158202236076742,"ARMH4","Q86TY3","ARMH4"
"ARPC2_O15144_MS",0.0133870974601556,0.0168531238129579,0.0406675740453392,0.329183576213094,0.742171462091615,0.0900318125911996,0.0798303755126257,446,-0.0665367718028173,0.0933109667231284,418.763252595868,0.885618713496145,"ARPC2","O15144","ARPC2"
"ARSA_P15289_MS",0.00190350401088347,0.0045023832814712,0.0192908088917493,0.0986741417410237,0.921437270782813,0.189021625000098,0.180763189409468,491,-0.0359992166462223,0.0398062246679892,-225.018635998611,0.960774520233566,"ARSA","P15289","ARSA"
