"Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","p_adjusted","symbol","UniProt","label"
"A1BG_P04217_MS",0.00315493470577095,0.00625292455223536,0.0186764985386871,0.1689253849824,0.865924898813127,0.453629218257918,0.448065361010035,491,-0.0335407845321853,0.0398506539437272,-250.216888906941,0.939645795372787,"A1BG","P04217","A1BG"
"A2M_P01023_MS",-0.0290950790570744,-0.0794651699927978,0.0134501035279022,-2.16318625330404,0.0310086970398448,0.461882979385435,0.456403172658199,491,-0.0555219396251282,-0.00266821848902053,-576.526381476499,0.0964079920255697,"A2M","P01023","A2M"
"A4GALT_Q9NPC4_MS",0.0312446519637454,0.0878606404517619,0.0167876859774568,1.86116490418644,0.0633183182685802,0.111351638176931,0.102302265856941,491,-0.00173991471012292,0.0642292186376138,-356.19749764016,0.167305843571288,"A4GALT","Q9NPC4","A4GALT"
"ABAT_P80404_MS",-0.0400313755537669,-0.0203708176775766,0.100845824260246,-0.396956203664524,0.691590493094437,0.0558469241145046,0.0452145696563345,444,-0.238225820427653,0.158163069320119,1244.62926711386,0.832706221310613,"ABAT","P80404","ABAT"
"ABCA2_Q9BZC7_MS",-0.00288420790535125,-0.00535461539568114,0.0171412267834798,-0.168261463533693,0.866446875488286,0.596170385146846,0.592058067276651,491,-0.0365634141086852,0.0307949982979827,-335.48169791939,0.939645795372787,"ABCA2","Q9BZC7","ABCA2"
"ABHD14A_Q9BUJ0_MS",0.0185198905551828,0.0317936250885906,0.0276989660145293,0.668613064670657,0.50406043090811,0.102713102221024,0.0934627218315498,485,-0.0359049016505762,0.0729446827609418,137.065230872874,0.698779665861654,"ABHD14A","Q9BUJ0","ABHD14A"
"ABHD14B_Q96IU4_MS",0.0342188788533315,0.0353304730390086,0.0476368954880761,0.718327223105812,0.472897910562089,0.0353618808300169,0.0255186347160375,490,-0.0593789095008583,0.127816667207521,678.933511155565,0.67452105072422,"ABHD14B","Q96IU4","ABHD14B"
"ABI3BP_Q7Z7G0_MS",0.0313320169536483,0.0908537801671713,0.016699835687813,1.8761871397641,0.0612237712372501,0.0655316053888476,0.0559962136071013,490,-0.00148010630171612,0.0641441402090127,-361.208433832783,0.16369473313632,"ABI3BP","Q7Z7G0","ABI3BP"
"ACACA_Q13085_MS",-0.0914260936515574,-0.0690332722443833,0.0689400262658597,-1.32616853522775,0.185468749425434,0.0271778948994161,0.0161731199548394,442,-0.226917070319616,0.0440648830165007,897.612427327565,0.373893176132548,"ACACA","Q13085","ACACA"
"ACAN_P16112_MS",0.00952401949812827,0.0138929481611069,0.0298012417021271,0.319584653328337,0.749419141331418,0.246422500641023,0.238748595352235,491,-0.0490296754666135,0.06807771446287,214.263496219927,0.868742463948906,"ACAN","P16112","ACAN"
"ACE_P12821_MS",-0.0404975283989969,-0.086335545772614,0.0169731517706629,-2.38597574252499,0.0174118807482806,0.477894637663907,0.472577882446635,491,-0.0738464996030634,-0.00714855719493039,-345.276272617837,0.0596305357606092,"ACE","P12821","ACE"
"ACHE_P22303_MS",0.147189339471542,0.171651116989307,0.0384949475377158,3.82360150841437,0.000148442010618503,0.196364814038558,0.188181156340377,491,0.0715541884823048,0.22282449046078,468.704573979021,0.00113376086600698,"ACHE","P22303","ACHE"
"ACP1_P24666_MS",0.0897195904391964,0.0874457169914885,0.0533825101775709,1.68069261150804,0.0935471554918058,0.045018802222382,0.0339401340347065,431,-0.0152028429126858,0.194642023791079,645.563839069756,0.225672756514201,"ACP1","P24666","ACP1"
"ACP2_P11117_MS",0.0564868552428293,0.0785939786216183,0.027946751494061,2.02123152863879,0.0437978940062701,0.397083256316401,0.390943574608829,491,0.00157687603475198,0.111396834450907,150.399897511043,0.12663848209813,"ACP2","P11117","ACP2"
"ACTA1_P68133_MS",0.0198257794172867,0.0351595346509828,0.0238814928237967,0.83017337163828,0.406845875537829,0.288760363288081,0.281487974364647,489,-0.0270972244051296,0.066748783239703,-8.19381851816232,0.618013306552732,"ACTA1","P68133","ACTA1"
"ACTB_P60709_MS",0.043760834146096,0.0810749275697666,0.0222948686091863,1.96282090346408,0.0502334617141483,0.323218796553954,0.316298743348984,489,-4.47274529128544e-05,0.0875663957451049,-76.4689737469262,0.141408242711316,"ACTB","P60709","ACTB"
"ACTN1_P12814_MS",-0.0126169090991176,-0.0099543478491372,0.0644362026423835,-0.195804665416747,0.84485066513569,0.0367458999213361,0.0261373745900734,454,-0.139247126078597,0.114013307880362,876.189534035477,0.9283385742323,"ACTN1","P12814","ACTN1"
"ACVR1_Q04771_MS",-0.0296346796647122,-0.0352587795590904,0.0403641627444284,-0.734182939761404,0.463199499955383,0.110861848480646,0.101502499517284,475,-0.108949079747461,0.0496797204180367,483.911878582502,0.668222229443832,"ACVR1","Q04771","ACVR1"
"ACVR1B_P36896_MS",-0.0374083218539131,-0.0522616823593528,0.0252843886802895,-1.47950272110295,0.13964860196775,0.50301808719324,0.497946843185008,490,-0.0870875218965602,0.0122708781887341,50.4195976776344,0.303923409013683,"ACVR1B","P36896","ACVR1B"
