"Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","p_adjusted","symbol","UniProt","label"
"A1BG_P04217_MS",-0.00270923384407387,-0.00539490466795652,0.0169732868426918,-0.159617513636753,0.873247887324667,0.45359746445031,0.44915516741332,492,-0.0360583029493505,0.0306398352612027,-252.188005254429,0.974340531392021,"A1BG","P04217","A1BG"
"A2M_P01023_MS",0.0251115406320173,0.0689088659907261,0.012281267136852,2.04470274542485,0.0414157982506172,0.456754565520508,0.452337935971894,492,0.000981339437450865,0.0492417418265838,-573.812252946723,0.308244844209453,"A2M","P01023","A2M"
"A4GALT_Q9NPC4_MS",-0.00761812299143285,-0.0215234121863196,0.0153100029328571,-0.497591216986867,0.618994506327751,0.105082351036416,0.0978065977928095,492,-0.0376991762689645,0.0224629302860988,-354.70354392879,0.91315224548642,"A4GALT","Q9NPC4","A4GALT"
"ABAT_P80404_MS",-0.0964113355235188,-0.0492603405790321,0.0912571283201901,-1.05648005036105,0.291322150864642,0.0555118471061826,0.0470220659565752,445,-0.275759810600824,0.0829371395537868,1242.78894239049,0.732467122173958,"ABAT","P80404","ABAT"
"ABCA2_Q9BZC7_MS",-0.00135906604532099,-0.00253505129456271,0.0155780213355747,-0.0872425333130958,0.930514226943333,0.596147099623844,0.592863742710217,492,-0.0319667211717788,0.0292485890811369,-337.453040854969,0.987088443785591,"ABCA2","Q9BZC7","ABCA2"
"ABHD14A_Q9BUJ0_MS",0.0387317060325593,0.0668325207799245,0.0252591256653715,1.5333747709905,0.125834227226952,0.101886037864941,0.0944941534029244,486,-0.0108988682191113,0.0883622802842299,135.517596287894,0.540190997214953,"ABHD14A","Q9BUJ0","ABHD14A"
"ABHD14B_Q96IU4_MS",0.0240936647838131,0.0249977133229382,0.0433850800075328,0.555344482011555,0.57891198264924,0.0343460696440227,0.0264792351808377,491,-0.0611496538058504,0.109336983373477,677.455548631591,0.89104019230575,"ABHD14B","Q96IU4","ABHD14B"
"ABI3BP_Q7Z7G0_MS",-0.00658406230410434,-0.0191850230053236,0.0152342283528377,-0.432188762805169,0.665793964242844,0.0588185404725972,0.051151074407201,491,-0.0365163842157651,0.0233482596075564,-359.657990333323,0.93550238486875,"ABI3BP","Q7Z7G0","ABI3BP"
"ACACA_Q13085_MS",-0.0828542108705423,-0.0629859917779218,0.0628551203371735,-1.31817758722102,0.1881253687369,0.0233070247740395,0.0144881265778682,443,-0.206385478876077,0.0406770571349928,897.391487271851,0.646461368970264,"ACACA","Q13085","ACACA"
"ACAN_P16112_MS",-0.00168215380944939,-0.00246538251985679,0.0270855336930511,-0.0621052488207369,0.950504238369531,0.246265746774309,0.240137826016377,492,-0.054899738786032,0.0515354311671332,212.366867897225,0.991149190345148,"ACAN","P16112","ACAN"
"ACE_P12821_MS",-0.00165991848738832,-0.00355543179329628,0.0155139929124246,-0.106994923663975,0.91483662080286,0.471841107516276,0.467547132780636,492,-0.0321417707373542,0.0288219337625776,-341.546975848778,0.985639600551507,"ACE","P12821","ACE"
"ACHE_P22303_MS",0.127093921633237,0.148915370951348,0.035500375785622,3.58007257164615,0.000377581095321331,0.17243591596332,0.165707752678469,492,0.0573428771649253,0.196844966101548,481.287115488451,0.0109174876704339,"ACHE","P22303","ACHE"
"ACP1_P24666_MS",0.114785149099695,0.112514292020717,0.0489671091263901,2.34412754086464,0.0195239003998288,0.0387599581417018,0.0298595873837545,432,0.018541740207577,0.211028557991814,646.418545544276,0.203621699434146,"ACP1","P24666","ACP1"
"ACP2_P11117_MS",0.0112196361847921,0.0156842992983208,0.0255028378347335,0.439936773213196,0.660176091918073,0.392066673561485,0.387124126192066,492,-0.0388882721545635,0.0613275445241477,152.518088451568,0.93440308394558,"ACP2","P11117","ACP2"
