"Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","p_adjusted","symbol","UniProt","label"
"FBLN7_Q53RD9_MS",0.00515272204045751,0.00532928108157418,0.0309232715438565,0.166629266025418,0.867784662042601,0.720845507227093,0.716770259157415,274,-0.0557246742286256,0.0660301183095406,-162.01740085023,0.999885049473507,"FBLN7","Q53RD9","FBLN7"
"FBN1_P35555_MS",-0.017450304276178,-0.0321602021579549,0.0249167003646788,-0.700345712745943,0.484305668853334,0.424530219933228,0.416129201246122,274,-0.0665028063591896,0.0316021978068336,-282.529078688516,0.999885049473507,"FBN1","P35555","FBN1"
"FCGBP_Q9Y6R7_MS",0.0686522597941351,0.0525729453767111,0.0781876179259576,0.878045163866581,0.380688487653783,0.0216351568211225,0.00735245838055498,274,-0.0852725470641425,0.222577066652413,355.584666717731,0.999885049473507,"FCGBP","Q9Y6R7","FCGBP"
"FCGR2A_P12318_MS",-0.100448507006046,-0.100554473518457,0.0545861268030371,-1.84018381389274,0.0668227036165446,0.185126281265668,0.173230314568817,274,-0.207910011118572,0.00701299710648076,155.077670822151,0.999885049473507,"FCGR2A","P12318","FCGR2A"
"FCGR3A_P08637_MS",0.0172346417107795,0.0214715450702393,0.0382939769505795,0.450061421748432,0.653022018731091,0.378855063475806,0.369787254183482,274,-0.0581531647259785,0.0926224481475376,-42.7261524969028,0.999885049473507,"FCGR3A","P08637","FCGR3A"
"FCGR3B_O75015_MS",-0.0508802633734091,-0.0358205882257309,0.0893886826440332,-0.569202519473593,0.569729745458019,0.0137190334022434,-0.00206146206332081,250,-0.226931130230866,0.125170603484048,384.535628852203,0.999885049473507,"FCGR3B","O75015","FCGR3B"
"FCGRT_P55899_MS",-0.0464812565021723,-0.0393562080152545,0.0623331423079313,-0.745690892215104,0.456517578640005,0.267200689454139,0.256097669597384,264,-0.169214621350257,0.0762521083459121,207.836579140036,0.999885049473507,"FCGRT","P55899","FCGRT"
"FCN2_Q15485_MS",0.129658239597369,0.0735334126069953,0.10089786183061,1.28504447215187,0.199861942868851,0.106400208870916,0.0933549564456737,274,-0.0689753075890556,0.328291786783793,497.873238063777,0.999885049473507,"FCN2","Q15485","FCN2"
"FCN3_O75636_MS",0.0309717314372435,0.0292300053116105,0.0554948429179941,0.558101074058558,0.57723276465597,0.254210911361036,0.243283598706986,273,-0.0782805007572678,0.140223963631755,163.53943250818,0.999885049473507,"FCN3","O75636","FCN3"
"FDPS_P14324_MS",-0.129528502527847,-0.183579000834705,0.0375258596178688,-3.45171313453854,0.000645009420661564,0.228054669900915,0.216785395008957,274,-0.203404147381757,-0.0556528576739365,-54.0325376118057,0.495745295797463,"FDPS","P14324","FDPS"
"FETUB_Q9UGM5_MS",0.0147214967254639,0.0169924132013084,0.0469505237030977,0.31355340823371,0.75409881466817,0.198512045512577,0.186811491432469,274,-0.0777081038250735,0.107151097276001,70.9952162098691,0.999885049473507,"FETUB","Q9UGM5","FETUB"
"FGA_P02671_MS",-0.0439432751603763,-0.036720639820969,0.0634212523977741,-0.692879334592242,0.488972127388589,0.233494644764437,0.222304785563918,274,-0.16879813434386,0.0809115840231072,238.788414545875,0.999885049473507,"FGA","P02671","FGA"
"FGB_P02675_MS",-0.0663377706514505,-0.0549617597376704,0.0674606971045908,-0.98335436037076,0.326300565942463,0.147467205953113,0.13502147173345,274,-0.199144921550743,0.0664693802478423,273.242764340512,0.999885049473507,"FGB","P02675","FGB"
