"Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","p_adjusted","symbol","uniprot","label"
"A1BG__Inflammation_II_o2csf__NPX",-0.0183581843497985,-0.0153528693890795,0.0299691131052047,-0.612570157994106,0.540299310360429,0.3877557340362,0.384706708807297,1004,-0.0771674622937989,0.0404510935942019,0.885225371862611,"A1BG","P04217","A1BG"
"ABCA2__Cardiometabolic_II_o2csf__NPX",-0.0267563725148045,-0.0198603577890415,0.0245171879467208,-1.09133121518462,0.275388990987454,0.677211339990802,0.675603826743744,1004,-0.0748671763047772,0.0213544312751682,0.713344667529886,"ABCA2",NA,"ABCA2"
"ABHD14B__Neurology_o2csf__NPX",-0.0432321136994853,-0.0402234144187621,0.0308558750223022,-1.40109828900453,0.161494622366141,0.199239570667969,0.195239768323653,1001,-0.103781729829308,0.0173175024303377,0.603868332557262,"ABHD14B","Q96IU4","ABHD14B"
"ABL1__Oncology_o2csf__NPX",-0.0367779755290652,-0.035945980446554,0.0216412820156907,-1.69943608250195,0.089548362372318,0.566526792501306,0.56435725692824,999,-0.0792455605005368,0.0056896094424063,0.520892686806603,"ABL1","P00519","ABL1"
"ACAN__Cardiometabolic_o2csf__NPX",-0.0462233329953092,-0.0311043426750389,0.0304713565511849,-1.51694372115218,0.129595992028431,0.590559131591865,0.588518050493121,1003,-0.106018250076742,0.0135715840861236,0.570134163445999,"ACAN","P16112","ACAN"
"ACE__Inflammation_II_o2csf__NPX",0.0247217841956136,0.0240628637475504,0.0217872223350179,1.13469187652613,0.256775269364283,0.561675223444639,0.559492331131117,1004,-0.018031927248229,0.0674754956394562,0.700963697021515,"ACE","P12821","ACE"
"ACHE__Inflammation_II_o2csf__NPX",0.0151497488404933,0.0177038779916594,0.0212891438574961,0.711618510443711,0.476866842378869,0.398884153508583,0.395881576852782,1001,-0.0266267195750763,0.0569262172560629,0.852598686052708,"ACHE","P22303","ACHE"
"ACP5__Cardiometabolic_o2csf__NPX",0.012709500021149,0.0132529537679556,0.0184387306848392,0.68928280576271,0.490804898166266,0.640611572162218,0.638818216733885,1002,-0.0234734542859887,0.0488924543282866,0.856085776113975,"ACP5","P13686","ACP5"
"ACP6__Oncology_o2csf__NPX",-0.0592317145531768,-0.0313868850181154,0.0509542961505409,-1.16244789994117,0.245330363848319,0.290845885244298,0.287307192056894,1002,-0.159221079378777,0.0407576502724237,0.694116199617483,"ACP6","Q9NPH0","ACP6"
"ACTA2__Cardiometabolic_o2csf__NPX",-0.0132102883277932,-0.00942236959185226,0.0290471097359923,-0.454788391955716,0.649359896391492,0.581862603525739,0.579778169844412,1003,-0.0702103603528571,0.0437897836972707,0.916084803124305,"ACTA2",NA,"ACTA2"
"ACVRL1__Neurology_o2csf__NPX",-0.0373753289352896,-0.034448068765953,0.0224737661045889,-1.66306478234896,0.096612192539289,0.582791014079192,0.580709132911923,1002,-0.0814763717874555,0.00672571391687624,0.524821103691391,"ACVRL1","P37023","ACVRL1"
"ACY1__Cardiometabolic_o2csf__NPX",-0.0532747998440587,-0.0502376918129666,0.0277724654984852,-1.918259646302,0.0553620364103033,0.332839365368959,0.329510220485571,1002,-0.107773662444969,0.00122406275685192,0.474481756308658,"ACY1","Q03154","ACY1"
