"Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","p_adjusted","symbol","uniprot","label"
"A1BG__Inflammation_II_o2csf__NPX",-0.0127610790690635,-0.0106720346891603,0.0295801001104167,-0.431407568650172,0.666264570819946,0.386941334246856,0.384501299756297,1005,-0.0708069155861606,0.0452847574480335,0.895585299426514,"A1BG","P04217","A1BG"
"ABCA2__Cardiometabolic_II_o2csf__NPX",-0.0315376675563048,-0.0234093527122743,0.0242003958280394,-1.30318808751732,0.192809037166223,0.67674317191111,0.675456577570457,1005,-0.0790267637608418,0.0159514286482322,0.656573907149988,"ABCA2",NA,"ABCA2"
"ABHD14B__Neurology_o2csf__NPX",-0.0428013309198862,-0.0398226115713989,0.0304358679439553,-1.40627929516256,0.159951243774285,0.199233590613503,0.196036918320543,1002,-0.102526679586088,0.0169240177463154,0.618033833583418,"ABHD14B","Q96IU4","ABHD14B"
"ABL1__Oncology_o2csf__NPX",-0.00720190398811534,-0.0070389817876235,0.0220584113171193,-0.326492415277705,0.744120145114099,0.53664010959303,0.534786670031402,1000,-0.0504879865766421,0.0360841786004114,0.929148224285199,"ABL1","P00519","ABL1"
"ACAN__Cardiometabolic_o2csf__NPX",-0.0364298651920843,-0.0245141779511021,0.0301187250349736,-1.20954207556204,0.226739383875104,0.588931609215255,0.587293886542806,1004,-0.0955327310554412,0.0226730006712727,0.690332938011343,"ACAN","P16112","ACAN"
"ACE__Inflammation_II_o2csf__NPX",0.0133357591974441,0.0129803154173304,0.0216017496810229,0.617346251778834,0.537146208327827,0.557109913042223,0.555347166427466,1005,-0.0290539428585792,0.0557254612534674,0.858552729334594,"ACE","P12821","ACE"
"ACHE__Inflammation_II_o2csf__NPX",0.0320798303605006,0.037488238826601,0.0212354924455506,1.51067042324334,0.131187721474049,0.384764599566775,0.382308570024127,1002,-0.00959130557504908,0.0737509662960504,0.581443205971304,"ACHE","P22303","ACHE"
"ACP5__Cardiometabolic_o2csf__NPX",0.0182254716929967,0.019004786446716,0.0182113831047397,1.00077361440237,0.3171776419271,0.639412988519547,0.637974954575457,1003,-0.0175113075625292,0.0539622509485226,0.745187714534878,"ACP5","P13686","ACP5"
"ACP6__Oncology_o2csf__NPX",-0.0691612169412251,-0.0366485282457646,0.0502956854739802,-1.37509244161718,0.169409855230138,0.289817111449355,0.286984876599701,1003,-0.167858048420279,0.0295356145378291,0.633465345766458,"ACP6","Q9NPH0","ACP6"
"ACTA2__Cardiometabolic_o2csf__NPX",-0.00817192408971283,-0.00582870616743746,0.0286718324990563,-0.285015758584032,0.775690849917781,0.581377056164203,0.579709235670833,1004,-0.0644355098915894,0.0480916617121638,0.937857561623357,"ACTA2",NA,"ACTA2"
