"Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","p_adjusted","symbol","uniprot","label"
"A1BG__Inflammation_II_o2csf__NPX",0.0329508835519406,0.0305957906921071,0.0446588684601218,0.737835164394371,0.461081043947767,0.366991088193209,0.360166194265373,371,-0.0548653687533776,0.120767135857259,0.968563710260159,"A1BG","P04217","A1BG"
"ABCA2__Cardiometabolic_II_o2csf__NPX",-0.0686449036616157,-0.0611262578631418,0.0351312544607333,-1.95395538005456,0.0514595531534279,0.640161903022692,0.636271761433748,370,-0.137726868800142,0.000437061476910819,0.907813756813135,"ABCA2",NA,"ABCA2"
"ABHD14B__Neurology_o2csf__NPX",0.0135837417131444,0.0133041615292761,0.0480379705824515,0.282770932003248,0.777510563416911,0.18794155059041,0.179162540326523,370,-0.0808779409122704,0.108045424338559,0.989525716230025,"ABHD14B","Q96IU4","ABHD14B"
"ABL1__Oncology_o2csf__NPX",-0.0176825741835609,-0.0201035614885239,0.0312054367389625,-0.566650431188576,0.57129619976159,0.539552472232027,0.534561171118011,369,-0.0790453720005437,0.0436802236334218,0.983506205282638,"ABL1","P00519","ABL1"
"ACAN__Cardiometabolic_o2csf__NPX",-0.0703993520795101,-0.0574342616301963,0.0473427387404418,-1.48701477676391,0.137862559907553,0.45266592375238,0.446748798603757,370,-0.163493933455336,0.0226952292963153,0.930480426940693,"ACAN","P16112","ACAN"
"ACE__Inflammation_II_o2csf__NPX",0.0287161581038871,0.0292440165931292,0.0341196204934849,0.841631814438569,0.400536240922181,0.555537713438917,0.550745667222625,371,-0.0383759404004242,0.0958082566081984,0.968563710260159,"ACE","P12821","ACE"
"ACHE__Inflammation_II_o2csf__NPX",-0.0156614424543417,-0.0217034219877687,0.0288291691857149,-0.543249871456653,0.587285784787071,0.414702510543856,0.408357822311269,369,-0.0723515152379031,0.0410286303292198,0.989525716230025,"ACHE","P22303","ACHE"
"ACP5__Cardiometabolic_o2csf__NPX",0.0122304939875215,0.0143083353739657,0.0307299690232176,0.397998903880473,0.690859913830995,0.524205266399715,0.519075404042839,371,-0.0481962657161464,0.0726572536911894,0.989525716230025,"ACP5","P13686","ACP5"
"ACP6__Oncology_o2csf__NPX",-0.0178701229310042,-0.00992828251800773,0.0796566286777891,-0.224339433235227,0.822617360734382,0.282564352633942,0.274787272445692,369,-0.174508007579952,0.138767761717943,0.989525716230025,"ACP6","Q9NPH0","ACP6"
"ACTA2__Cardiometabolic_o2csf__NPX",-0.00876704556925154,-0.0078597274091316,0.0454243405581014,-0.193003254676593,0.847062031516852,0.389492697101702,0.382910408121667,371,-0.0980885059823139,0.0805544148438108,0.989525716230025,"ACTA2",NA,"ACTA2"
"ACVRL1__Neurology_o2csf__NPX",-0.0144871175497037,-0.0155628372323033,0.0346287346373836,-0.418355383221656,0.675930015985641,0.492345050221729,0.486856888602505,370,-0.0825809296190916,0.0536066945196843,0.989525716230025,"ACVRL1","P37023","ACVRL1"
"ACY1__Cardiometabolic_o2csf__NPX",-0.118396399114126,-0.122293755779022,0.039909185225206,-2.96664535860655,0.00320678687471692,0.378263076268731,0.371523380618528,369,-0.196874367056076,-0.039918431172177,0.835171933103508,"ACY1","Q03154","ACY1"
"ACY3__Cardiometabolic_II_o2csf__NPX",0.0457775997165142,0.028876247612978,0.0689526344981245,0.663899212114358,0.507169414381105,0.306543662737097,0.299026520869749,369,-0.0898118043046709,0.181367003737699,0.968563710260159,"ACY3","Q96HD9","ACY3"
"ACYP1__Inflammation_II_o2csf__NPX",-0.0321497699054479,-0.0289034906351274,0.0374637243274574,-0.858157337066597,0.391362650140166,0.584006785487126,0.579497373947691,369,-0.105818950074511,0.0415194102636156,0.968563710260159,"ACYP1","P07311","ACYP1"
"ADA__Inflammation_o2csf__NPX",0.069339951072445,0.0565260872814981,0.0493699032676343,1.40449841873404,0.161007120203613,0.403705915552409,0.397276868819821,371,-0.0277399802184945,0.166419882363384,0.931838836701694,"ADA","P00813","ADA"
"ADA2__Cardiometabolic_o2csf__NPX",0.0132571575573688,0.0147671758780636,0.0363830393063667,0.364377407993206,0.71578435386931,0.396954829686198,0.390435422439562,370,-0.0582863125400437,0.0848006276547813,0.989525716230025,"ADA2","Q9NZK5","ADA2"
"ADAM12__Inflammation_II_o2csf__NPX",0.0270428208952675,0.0305537468788877,0.0405835576530521,0.666349193100713,0.505604314620751,0.230441909220752,0.222099816095774,369,-0.0527612422168737,0.106846884007409,0.968563710260159,"ADAM12","O43184","ADAM12"
"ADAM15__Cardiometabolic_o2csf__NPX",-0.00604949757433461,-0.00513665345226674,0.0426904758252336,-0.141706023589432,0.887389133343198,0.51628553902984,0.511070288776793,371,-0.0899951443264551,0.0778961491777859,0.989525716230025,"ADAM15","Q13444","ADAM15"
"ADAM22__Neurology_o2csf__NPX",0.0181546786556074,0.0335003046223515,0.0244093028203902,0.74376063868739,0.457492064830821,0.253145003012135,0.245092658031134,371,-0.0298432570060714,0.0661526143172861,0.968563710260159,"ADAM22","Q9P0K1","ADAM22"
"ADAM23__Inflammation_o2csf__NPX",0.0181010823837035,0.031501767812404,0.0172960169647454,1.04654628985385,0.295992072381073,0.667017474170754,0.663417663080708,370,-0.0159097395847918,0.0521119043521988,0.966452540944231,"ADAM23","O75077","ADAM23"
"ADAM8__Neurology_o2csf__NPX",-0.0181162574004601,-0.0117710692908273,0.0675538739807643,-0.268174959227632,0.788714500310695,0.295649484336632,0.288014248394482,369,-0.150955119599746,0.114722604798826,0.989525716230025,"ADAM8","P78325","ADAM8"
"ADAM9__Oncology_II_o2csf__NPX",-0.0167001942697125,-0.0162429160901987,0.036914223919991,-0.452405400853313,0.651242803422865,0.527846346934453,0.522728150153255,369,-0.0892888293182005,0.0558884407787755,0.989525716230025,"ADAM9","Q13443","ADAM9"
"ADAMTS1__Inflammation_II_o2csf__NPX",-0.0449378041670083,-0.0454462599000449,0.0369927863462743,-1.21477208411294,0.225227692805128,0.486314316077966,0.480760957332863,370,-0.117680278524325,0.027804670190309,0.966452540944231,"ADAMTS1","Q9UHI8","ADAMTS1"
