"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","log","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.10449.31",0.00941203742769734,0.0574483598924302,0.0109578176389505,0.858933570334426,0.391329358797679,0.0391035891743725,0.0213092111961201,216,-0.0121859030155366,0.0310099778709312,-636.661463625533,"SHISA2__seq.10449.31__ANML",NA,0.999033312328986,"Q6UWI4","SHISA2","SHISA2","SHISA2__seq.10449.31","SHISA2"
"seq.10451.11",0.046142764999018,0.0874052599026471,0.0325493103520107,1.41762650268157,0.157671005498277,0.144104248641472,0.129022385181409,227,-0.0179946587074502,0.110280188705486,-144.416114199681,"NUCB1__seq.10451.11__ANML",NA,0.999033312328986,"Q02818","NUCB1","NUCB1","NUCB1__seq.10451.11","NUCB1"
"seq.10453.7",0.00820782189814496,0.0298306830199818,0.0182639323912856,0.449400584841258,0.653577232234019,0.0211894747627754,0.0037107153835394,224,-0.027783283464955,0.0441989272612449,-407.647964680228,"CEACAM20__seq.10453.7__ANML",NA,0.999033312328986,"Q6UY09","CEACAM20","CEACAM20","CEACAM20__seq.10453.7","CEACAM20"
"seq.10454.99",-0.0138092947855003,-0.0473245179006522,0.0187916155793211,-0.734864691500843,0.463197457145715,0.0874457353306136,0.0710033161473814,222,-0.0508420705776863,0.0232234810066858,-391.572676640087,"DNAJC16__seq.10454.99__ANML",NA,0.999033312328986,"Q9Y2G8","DNAJC16","DNAJC16","DNAJC16__seq.10454.99","DNAJC16"
"seq.10455.196",-0.00282243474719598,-0.0210293336404685,0.00903563854507279,-0.312366938220993,0.755057543441178,0.0100024890707291,-0.0079974656734394,220,-0.020629921722594,0.0149850522282021,-728.832143974575,"IL31__seq.10455.196__ANML",NA,0.999033312328986,"Q6EBC2","IL31","IL31","IL31__seq.10455.196","IL31"
"seq.10457.3",0.0876230671521674,0.12403064373497,0.0445654233182629,1.96616705571064,0.0505199967077413,0.120434845356046,0.104657891909517,223,-0.000200183653408695,0.175446317957744,0.624648172653167,"IL18RAP__seq.10457.3__ANML",NA,0.999033312328986,"O95256","IL18RAP","IL18RAP","IL18RAP__seq.10457.3","IL18RAP_1"
"seq.10462.14",0.00697848487952416,0.0262906793434335,0.0168052434947424,0.41525639790387,0.6783481793484,0.101347413935969,0.0854420584304107,226,-0.0261365203891112,0.0400934901481595,-455.037608642621,"INSL5__seq.10462.14__ANML",NA,0.999033312328986,"Q9Y5Q6","INSL5","INSL5","INSL5__seq.10462.14","INSL5"
"seq.10463.23",-0.0272831332061543,-0.0747367297845543,0.0185124841692313,-1.47376942806521,0.141929053843285,0.421000116902277,0.410797475790423,227,-0.0637614188650677,0.00919515245275914,-406.256351677754,"ALPI__seq.10463.23__ANML",NA,0.999033312328986,"P09923","ALPI","ALPI","ALPI__seq.10463.23","ALPI_1"
"seq.10464.6",0.00406714250101681,0.0340747130289078,0.00772063055978923,0.526788902735405,0.598863796705836,0.0732868631542897,0.0566642059911379,223,-0.0111475872949347,0.0192818722969683,-803.931759565047,"ANTXR1__seq.10464.6__ANML",NA,0.999033312328986,"Q9H6X2","ANTXR1","ANTXR1","ANTXR1__seq.10464.6","ANTXR1"
"seq.10472.53",-0.0104739109914637,-0.0318174789023636,0.0175523282935904,-0.596724879814861,0.551296392875976,0.370166081342469,0.358868611949509,223,-0.0450635640267596,0.0241157420438322,-423.742475287549,"TNFRSF14__seq.10472.53__ANML",NA,0.999033312328986,"Q92956","TNFRSF14","TNFRSF14","TNFRSF14__seq.10472.53","TNFRSF14_1"
"seq.10473.2",-0.000364671473095017,-0.00235119285627093,0.0104089713730299,-0.0350343429745515,0.972084122423324,0.0144525836254122,-0.00346646030867115,220,-0.0208787304660367,0.0201493875198466,-659.004280898213,"TFF2__seq.10473.2__ANML",NA,0.999033312328986,"Q03403","TFF2","TFF2","TFF2__seq.10473.2","TFF2_1"
"seq.10479.18",0.0227103601772908,0.0377387938382912,0.0370888544267835,0.612323042280073,0.540947903943815,0.161883779944682,0.146850305145483,223,-0.0503791231459851,0.0957998435005668,-89.1499883536468,"MMP10__seq.10479.18__ANML",NA,0.999033312328986,"P09238","MMP10","MMP10","MMP10__seq.10479.18","MMP10_1"
"seq.10480.33",-0.00624096693747513,-0.0288278009005661,0.0131673637181009,-0.473972396531874,0.63601913583693,0.23693406488628,0.222188829425145,207,-0.0322002979939336,0.0197183641189833,-533.610044959843,"CD59__seq.10480.33__ANML",NA,0.999033312328986,"P13987","CD59","CD59","CD59__seq.10480.33","CD59_1"
"seq.10490.3",-0.0195033962776813,-0.0396155817232196,0.0223857740690227,-0.871240646740465,0.384551421846089,0.539328687511668,0.531138975289653,225,-0.0636159831214611,0.0246091905660985,-321.708964219238,"RPN1__seq.10490.3__ANML",NA,0.999033312328986,"P04843","RPN1","RPN1","RPN1__seq.10490.3","RPN1_1"
"seq.10496.11",-0.0183785858897608,-0.0654797251106704,0.0117935398888843,-1.55836042977079,0.120559535639796,0.60746044700843,0.60045081213358,224,-0.0416190648649942,0.00486189308547262,-607.773291701197,"CLCA1__seq.10496.11__ANML",NA,0.999033312328986,"A8K7I4","CLCA1","CLCA1","CLCA1__seq.10496.11","CLCA1"
"seq.10499.1",0.0567827601268321,0.0919789886725201,0.0409128988082517,1.38789383741686,0.166542191956079,0.0202545770544128,0.00283688064649135,225,-0.0238387004554584,0.137404220709123,-44.0481450604316,"TMEM106A__seq.10499.1__ANML",NA,0.999033312328986,"Q96A25","TMEM106A","TMEM106A","TMEM106A__seq.10499.1","TMEM106A"
"seq.10505.12",0.0116993542248476,0.0624398379544003,0.0120640567986481,0.969769491317269,0.333226351299973,0.0963854373006433,0.0799560816152005,220,-0.0120765563807772,0.0354752648304724,-593.477900680051,"RNF43__seq.10505.12__ANML",NA,0.999033312328986,"Q68DV7","RNF43","RNF43","RNF43__seq.10505.12","RNF43_1"
"seq.10506.53",-0.0133294579005744,-0.0623412008555924,0.0123611649667408,-1.0783334690896,0.282055235718072,0.262924065698356,0.249643418233461,222,-0.0376896971153058,0.011030781314157,-586.82912155421,"PGRMC2__seq.10506.53__ANML",NA,0.999033312328986,"O15173","PGRMC2","PGRMC2","PGRMC2__seq.10506.53","PGRMC2_1"
"seq.10507.166",-0.0113056507862198,-0.0489366378363446,0.0154004860919868,-0.734109996183972,0.463659832566194,0.027411847865591,0.00980844239709489,221,-0.0416562553205888,0.0190449537481492,-491.492021770111,"ACRV1__seq.10507.166__ANML",NA,0.999033312328986,"P26436","ACRV1","ACRV1","ACRV1__seq.10507.166","ACRV1_1"
"seq.10510.62",0.0164481247885834,0.0967034393579055,0.0113256608263034,1.45228830713201,0.147820722753022,0.0144738480479383,-0.00312483323691981,224,-0.00587034657745763,0.0387665961546245,-626.374474244356,"SCIMP__seq.10510.62__ANML",NA,0.999033312328986,"Q6UWF3","SCIMP","SCIMP","SCIMP__seq.10510.62","SCIMP"
"seq.10512.13",-0.00810075533512301,-0.0521175396640924,0.0102794296720825,-0.788054940161082,0.43149401640699,0.0250010083734976,0.00766769296680436,225,-0.0283570231200172,0.0121555124497712,-685.517765014756,"CSF2RB__seq.10512.13__ANML",NA,0.999033312328986,"P32927","CSF2RB","CSF2RB","CSF2RB__seq.10512.13","CSF2RB_1"
"seq.10513.13",0.00687750962268712,0.0316816196964958,0.0141018669433228,0.487702064579728,0.626253254497093,0.0906124404011972,0.0738495360767953,217,-0.0209166538784538,0.034671673123828,-510.72548155161,"KCNIP3__seq.10513.13__ANML",NA,0.999033312328986,"Q9Y2W7","KCNIP3","KCNIP3","KCNIP3__seq.10513.13","KCNIP3"
"seq.10514.5",-0.00103814521911254,-0.00428590250833128,0.0156577369042932,-0.0663023798048289,0.947197301264288,0.0898841491190758,0.0733365881939683,220,-0.0318965006741851,0.02982021023596,-470.774424576432,"PTGDS__seq.10514.5__ANML",NA,0.999033312328986,"P41222","PTGDS","PTGDS","PTGDS__seq.10514.5","PTGDS"
"seq.10521.10",0.0305046150593353,0.0390797648224716,0.0317006660809394,0.962270476634455,0.336937667379202,0.628653836652734,0.622110291924147,227,-0.0319605809839006,0.0929698111025712,-156.674292821178,"MXRA8__seq.10521.10__ANML",NA,0.999033312328986,"Q9BRK3","MXRA8","MXRA8","MXRA8__seq.10521.10","MXRA8_1"
"seq.10527.22",0.0285858608018632,0.0830227581334201,0.019903229933227,1.43624230327265,0.152322307572025,0.255245442020449,0.242005360989702,225,-0.0106347154531318,0.0678064370568581,-375.70546197422,"DHX9__seq.10527.22__ANML",NA,0.999033312328986,"Q08211","DHX9","DHX9","DHX9__seq.10527.22","DHX9"
"seq.10528.2",-0.0264987913782384,-0.108884341837846,0.0159818062447301,-1.65805985709383,0.0987050757613044,0.0410492321658384,0.0239251113116571,224,-0.0579927139423176,0.00499513118584088,-468.555726529439,"DPEP1__seq.10528.2__ANML",NA,0.999033312328986,"P16444","DPEP1","DPEP1","DPEP1__seq.10528.2","DPEP1_1"
"seq.10530.8",-0.00214512298477231,-0.0111451613028596,0.0125273488096979,-0.171235192486354,0.864199886007139,0.0979644815723626,0.0811824254155694,215,-0.0268372681322774,0.0225470221627327,-564.505674219355,"PSMB6__seq.10530.8__ANML",NA,0.999033312328986,"P28072","PSMB6","PSMB6","PSMB6__seq.10530.8","PSMB6"
"seq.10531.18",0.0100725882519122,0.0476869956717966,0.0125908087960437,0.799995331124179,0.424600648213271,0.245077160206696,0.23096645292084,214,-0.0147452967090431,0.0348904732128675,-553.977433968295,"NRAS__seq.10531.18__ANML",NA,0.999033312328986,"P01111","NRAS","NRAS","NRAS__seq.10531.18","NRAS"
"seq.10534.40",-0.00733304768210707,-0.0460812021730444,0.0106351016723365,-0.689513641527416,0.491226715139384,0.0253305750010453,0.00760931272833709,220,-0.0282927655335299,0.0136266701693158,-655.706028708181,"PARP1__seq.10534.40__ANML",NA,0.999033312328986,"P09874","PARP1","PARP1","PARP1__seq.10534.40","PARP1_1"
"seq.10539.30",-0.00275670905868708,-0.0107636148535567,0.0125009807247189,-0.22051942318702,0.825668405087097,0.471997917032767,0.462527027652189,223,-0.0273918787430903,0.0218784606257161,-584.044400723397,"CD99L2__seq.10539.30__ANML",NA,0.999033312328986,"Q8TCZ2","CD99L2","CD99L2","CD99L2__seq.10539.30","CD99L2"
"seq.10546.2",0.00194959528755941,0.00488304860289927,0.0261559238050989,0.0745374280062458,0.940649580297017,0.0532914242523484,0.0363101045079958,223,-0.0495948103378976,0.0534940009130164,-248.459653985114,"TSPEAR__seq.10546.2__ANML",NA,0.999033312328986,"Q8WU66","TSPEAR","TSPEAR","TSPEAR__seq.10546.2","TSPEAR"
"seq.10550.37",0.0016521180239482,0.0106981742382846,0.00954097870977211,0.173160225402878,0.862682556717209,0.155902346484667,0.14076158139919,223,-0.0171498971656079,0.0204541332135043,-702.121662402671,"BMPR1B__seq.10550.37__ANML",NA,0.999033312328986,"O00238","BMPR1B","BMPR1B","BMPR1B__seq.10550.37","BMPR1B"
"seq.10551.7",-0.0300409107303642,-0.0940883603388942,0.0191019239065742,-1.5726641398684,0.117287812756826,0.245087577469799,0.230843946856021,212,-0.0676949481073959,0.00761312664666753,-373.169847556086,"LAT__seq.10551.7__ANML",NA,0.999033312328986,"O43561","LAT","LAT","LAT__seq.10551.7","LAT"
"seq.10552.88",-0.00380278606760041,-0.0194851524193191,0.0127818415279265,-0.297514725033312,0.766354313988628,0.0618203044318849,0.044762491785192,220,-0.0289933108318155,0.0213877386966146,-572.448524161692,"KLRC4__seq.10552.88__ANML",NA,0.999033312328986,"O43908","KLRC4","KLRC4","KLRC4__seq.10552.88","KLRC4"
"seq.10553.8",0.0783623676824314,0.103192716184957,0.0485281514124598,1.6147816350225,0.107791244514913,0.108143285140966,0.0919277085071656,220,-0.0172771845093458,0.174001919874208,33.312107291355,"TOR1AIP2__seq.10553.8__ANML",NA,0.999033312328986,"Q8NFQ8","TOR1AIP2","TOR1AIP2","TOR1AIP2__seq.10553.8","TOR1AIP2"
"seq.10557.6",0.000600283781165133,0.000616495049006315,0.0650192719626685,0.0092323977652317,0.99264208347905,0.0241106026380777,0.00636715904967911,220,-0.127540061015657,0.128740628577987,165.444963290237,"TEX29__seq.10557.6__ANML",NA,0.999033312328986,"Q8N6K0","TEX29","TEX29","TEX29__seq.10557.6","TEX29"
"seq.10558.26",0.0148212068709272,0.014362149653944,0.0465594645414205,0.318328550744862,0.75052840349722,0.541692364710671,0.533616459243018,227,-0.0769227985333193,0.106565212275174,21.6838783480486,"PCDH9__seq.10558.26__ANML",NA,0.999033312328986,"Q9HC56","PCDH9","PCDH9","PCDH9__seq.10558.26","PCDH9"
"seq.10560.1",0.0435471867562199,0.111476325122442,0.0257977120287514,1.68802515152068,0.0927981441739251,0.0347856309033692,0.0175496600266437,224,-0.00729006733899993,0.0943844408514397,-255.995046767417,"ITM2C__seq.10560.1__ANML",NA,0.999033312328986,"Q9NQX7","ITM2C","ITM2C","ITM2C__seq.10560.1","ITM2C_1"
"seq.10561.5",-0.0226746297023895,-0.0544068583615625,0.0278896858281726,-0.813011298947114,0.417086562562645,0.018222803655831,0.000453080645076875,221,-0.077638402930242,0.032289143525463,-216.909337057124,"PGLYRP3__seq.10561.5__ANML",NA,0.999033312328986,"Q96LB9","PGLYRP3","PGLYRP3","PGLYRP3__seq.10561.5","PGLYRP3"
"seq.10562.42",-0.0517393390183108,-0.0499588366238829,0.0599402732435098,-0.863181567560054,0.38898628881557,0.273758101174776,0.26043256174679,218,-0.169875959284179,0.0663972812475574,127.342521249974,"NETO2__seq.10562.42__ANML",NA,0.999033312328986,"Q8NC67","NETO2","NETO2","NETO2__seq.10562.42","NETO2"
"seq.10563.13",-0.0110157452505005,-0.0597530385745618,0.01213503938352,-0.907763452787843,0.364978759597192,0.0372742921641178,0.0200827616670486,224,-0.0349291868730739,0.0128976963720728,-594.845972652073,"LYSMD3__seq.10563.13__ANML",NA,0.999033312328986,"Q7Z3D4","LYSMD3","LYSMD3","LYSMD3__seq.10563.13","LYSMD3"
"seq.10565.19",0.06240417180657,0.0469976497476726,0.0752728563975802,0.829039507640845,0.407952938434165,0.27644556924157,0.263695711430849,227,-0.0859186968550544,0.210727040468194,244.584510789197,"SLITRK3__seq.10565.19__ANML",NA,0.999033312328986,"O94933","SLITRK3","SLITRK3","SLITRK3__seq.10565.19","SLITRK3"
"seq.10569.28",0.0133545132527829,0.0182813633899718,0.0430956826858132,0.30988053606537,0.756938618277349,0.222029884335596,0.208199304501562,225,-0.0715682613275515,0.0982772878331172,-19.6693725738167,"MFAP2__seq.10569.28__ANML",NA,0.999033312328986,"P55001","MFAP2","MFAP2","MFAP2__seq.10569.28","MFAP2_1"
"seq.10571.14",-0.0175935109271041,-0.0660455636614849,0.0140931345049258,-1.24837458416046,0.213191358685262,0.375078531475789,0.363968816479803,225,-0.0453649258369816,0.0101779039827734,-528.399974452249,"MGAT1__seq.10571.14__ANML",NA,0.999033312328986,"P26572","MGAT1","MGAT1","MGAT1__seq.10571.14","MGAT1"
"seq.10572.65",-0.0181193652269615,-0.0147113012945711,0.0702615144414037,-0.257884638141021,0.796729581629254,0.267309405993882,0.254398558522409,227,-0.156567537346469,0.120328806892546,212.617047235261,"CST8__seq.10572.65__ANML",NA,0.999033312328986,"O60676","CST8","CST8","CST8__seq.10572.65","CST8"
"seq.10574.10",-0.0524935279223396,-0.0500051005865391,0.0708121444661907,-0.741306852349354,0.459308887482974,0.0228516605447279,0.00483970958702706,217,-0.192061170211834,0.0870741143671546,181.880614716102,"B2M__seq.10574.10__ANML",NA,0.999033312328986,"P61769","B2M","B2M","B2M__seq.10574.10","B2M_1"
"seq.10575.31",-0.0444770649912135,-0.0576233540573799,0.0315806052442184,-1.40836645299431,0.16040902356253,0.628376049374363,0.621739907398906,224,-0.106710151843717,0.0177560218612901,-156.99930445202,"PUF60__seq.10575.31__ANML",NA,0.999033312328986,"Q9UHX1","PUF60","PUF60","PUF60__seq.10575.31","PUF60"
"seq.10576.7",-0.055372590600252,-0.0674428022673108,0.0372522381832605,-1.48642318691965,0.138573358668451,0.542563701192255,0.534395195856403,224,-0.128782259489781,0.0180370782892771,-81.137688079018,"PLXDC2__seq.10576.7__ANML",NA,0.999033312328986,"Q6UX71","PLXDC2","PLXDC2","PLXDC2__seq.10576.7","PLXDC2_1"
"seq.10580.14",-0.0318368805765158,-0.153619233681975,0.013085355822964,-2.43301603771784,0.0157649178007129,0.120719574417645,0.104876683866611,222,-0.0576242880672296,-0.00604947308580196,-560.950712169178,"SFTA2__seq.10580.14__ANML",NA,0.667391696819394,"Q6UW10","SFTA2","SFTA2","SFTA2__seq.10580.14","SFTA2"
"seq.10582.36",-0.0172078667401656,-0.028494220407141,0.0368166256513125,-0.467393913367836,0.640668413420436,0.166692985581471,0.151944188866099,226,-0.0897556255868624,0.0553398921065311,-86.9642099939801,"POMK__seq.10582.36__ANML",NA,0.999033312328986,"Q9H5K3","POMK","POMK","POMK__seq.10582.36","POMK"
"seq.10583.1",-0.000462261783133604,-0.00269209488499077,0.0114431851416469,-0.0403962513418772,0.967813200605249,0.0132137258386033,-0.00440745762856443,224,-0.0230123278531867,0.0220878042869195,-621.733641449297,"TMEM108__seq.10583.1__ANML",NA,0.999033312328986,"Q6UXF1","TMEM108","TMEM108","TMEM108__seq.10583.1","TMEM108"
"seq.10584.7",-0.00589720889168048,-0.0396998681780658,0.00983779483316255,-0.599444183548266,0.549479854800261,0.0209785805639941,0.00357375532957627,225,-0.0252832072311212,0.0134887894477603,-693.811469672563,"NDUFS4__seq.10584.7__ANML",NA,0.999033312328986,"O43181","NDUFS4","NDUFS4","NDUFS4__seq.10584.7","NDUFS4"
"seq.10588.39",-0.00792260885376172,-0.0467176488178576,0.0110091999554926,-0.719635294643642,0.472496395778362,0.0594384826059405,0.0427173889633795,225,-0.0296169352424675,0.0137717175349441,-647.789822995622,"ST3GAL5__seq.10588.39__ANML",NA,0.999033312328986,"Q9UNP4","ST3GAL5","ST3GAL5","ST3GAL5__seq.10588.39","ST3GAL5"
"seq.10589.7",0.0645913370758672,0.0651201170809045,0.0618347932448417,1.04457917114901,0.297328598603068,0.124981967851279,0.109563147901522,227,-0.0572522378342006,0.186434911985935,153.337336213158,"RAET1L__seq.10589.7__ANML",NA,0.999033312328986,"Q5VY80","RAET1L","RAET1L","RAET1L__seq.10589.7","RAET1L_1"
"seq.10605.22",-0.00535674091007077,-0.0137506756916918,0.0237404137314029,-0.225638060510507,0.821688668459153,0.174900354045297,0.160166431796106,224,-0.0521398604302785,0.0414263786101369,-287.514229772022,"APMAP__seq.10605.22__ANML",NA,0.999033312328986,"Q9HDC9","APMAP","APMAP","APMAP__seq.10605.22","APMAP"
"seq.10606.34",-0.0244135888910845,-0.0299888441987885,0.0280625159926847,-0.869971491417541,0.385239044205475,0.733636863519689,0.728922471723577,226,-0.0797112324652257,0.0308840546830566,-212.45344489089,"TOR1AIP1__seq.10606.34__ANML",NA,0.999033312328986,"Q5JTV8","TOR1AIP1","TOR1AIP1","TOR1AIP1__seq.10606.34","TOR1AIP1_1"
"seq.10608.9",0.011321845521486,0.0275842547135655,0.0235962853848818,0.479814739346215,0.631837980105772,0.279860856302376,0.26670762993347,219,-0.035183020174335,0.0578267112173069,-289.496597369713,"HTN1__seq.10608.9__ANML",NA,0.999033312328986,"P15515","HTN1","HTN1","HTN1__seq.10608.9","HTN1"
"seq.10612.18",-0.0178926658128828,-0.0313047213237464,0.0369850818974181,-0.483780618967127,0.62901416958742,0.0691180178676101,0.0524951253295317,224,-0.0907758735972035,0.0549905419714379,-84.314123178605,"PLOD3__seq.10612.18__ANML",NA,0.999033312328986,"O60568","PLOD3","PLOD3","PLOD3__seq.10612.18","PLOD3"
"seq.10613.33",-0.0162727203017563,-0.0192004526541604,0.0387735634847548,-0.419685962270516,0.675113563796424,0.530820794671685,0.52251673794021,226,-0.0926766569351722,0.0601312163316597,-63.0870313010136,"GOLM2__seq.10613.33__ANML",NA,0.999033312328986,"Q6P4E1","GOLM2","GOLM2","GOLM2__seq.10613.33","GOLM2_1"
"seq.10615.18",-0.0165595667420966,-0.0357491841443556,0.0246267463790531,-0.672422027953387,0.502005003806959,0.368601528475594,0.357376666759604,225,-0.0650881315786819,0.0319689980944887,-271.532825522041,"MPZ__seq.10615.18__ANML",NA,0.999033312328986,"P25189","MPZ","MPZ","MPZ__seq.10615.18","MPZ"
"seq.10616.67",0.00709886521823757,0.0478038236199536,0.00998128503526212,0.711217562984979,0.47770624818341,0.0180772849483272,0.000142623486196203,219,-0.0125728039646573,0.0267705344011324,-675.504853072093,"PODXL2__seq.10616.67__ANML",NA,0.999033312328986,"Q9NZ53","PODXL2","PODXL2","PODXL2__seq.10616.67","PODXL2"
