"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.5262.57",-0.014147981084797,-0.0388928365715007,0.0106433145269025,-1.32928337775191,0.18402351612556,0.0576476557959381,0.0501222156026493,1127,-0.0350309214792384,0.00673495930964439,-729.99055390908,"BCAR3_SH2__seq.5262.57__ANML",0.619506152945798,"O75815","BCAR3","BCAR3","BCAR3__seq.5262.57","BCAR3_2"
"seq.5264.65",-0.00960517083180225,-0.020952598487,0.0138016569457831,-0.695943310975929,0.486608075798904,0.0045582060893518,-0.00340532826193352,1125,-0.0366850555310891,0.0174747138674846,-141.588977101163,"calreticulin__seq.5264.65__ANML",0.83168796084028,"P27797","CALR","CALR","CALR__seq.5264.65","CALR"
"seq.5265.12",0.000291858614852685,0.000566620338057372,0.0151358065073876,0.0192826602738501,0.98461902960656,0.0487919657001141,0.0411958057101417,1127,-0.0294056706948972,0.0299893879246026,71.5829202182947,"GRB2.related_adapter_protein_2__seq.5265.12__ANML",0.994723288126998,"O75791","GRAP2","GRAP2","GRAP2__seq.5265.12","GRAP2_2"
"seq.5268.49",-0.00186046575586798,-0.00498091430281244,0.0110239465599837,-0.168765854020135,0.866011181692829,0.0419007549883921,0.0342291418165911,1124,-0.0234902953475075,0.0197693638357715,-651.246228493398,"MMP.16__seq.5268.49__ANML",0.967567981065697,"P51512","MMP16","MMP16","MMP16__seq.5268.49","MMP16_1"
"seq.5272.55",-0.00236914036219923,-0.00155566695508157,0.0187067122387827,-0.126646539058186,0.899242592057832,0.832619414065531,0.831292167128606,1135,-0.0390727626651165,0.0343344819407181,564.04981981014,"SHC1_SH2__seq.5272.55__ANML",0.974304868101947,"P29353","SHC1","SHC1","SHC1__seq.5272.55","SHC1_2"
"seq.5275.28",-0.0102031572545264,-0.00533499902075363,0.0262911452586507,-0.388083408088481,0.698027020375107,0.790152957671712,0.788490437089885,1136,-0.0617878155512797,0.0413815010422268,1345.42679715607,"VAV__seq.5275.28__ANML",0.917051344661559,"P15498","VAV1","VAV1","VAV1__seq.5275.28","VAV1"
"seq.5280.68",0.00323677923123742,0.00885185218562107,0.0109139193840051,0.296573496408732,0.766846695761426,0.0175484785945316,0.00971671270201679,1129,-0.0181770663644343,0.0246506248269092,-671.899631778242,"GHC2__seq.5280.68__ANML",0.940640957118481,"Q9H1K4","SLC25A18","SLC25A18","SLC25A18__seq.5280.68","SLC25A18"
"seq.5301.7",-0.000894514099029589,-0.00101321277629412,0.0237425167290977,-0.0376756225650381,0.969952943694564,0.1980101707209,0.191645172075828,1134,-0.047478712100045,0.0456896839019858,1107.38041342351,"Eotaxin__seq.5301.7__ANML",0.992016437541666,"P51671","CCL11","CCL11","CCL11__seq.5301.7","CCL11"
"seq.5307.12",-0.0105102228384217,-0.0302910400616886,0.0102823491071773,-1.02216164116479,0.306922406705582,0.0259554300581092,0.018224917598253,1134,-0.0306847895109294,0.00966434383408606,-806.299285174086,"Coagulation_Factor_IXab__seq.5307.12__ANML",0.722787335018505,"P00740","F9","F9","F9__seq.5307.12","F9_2"
"seq.5315.22",-0.0290103516380527,-0.0488054353520965,0.0163287484389248,-1.77664269533954,0.0758953207629157,0.164061511320687,0.157421223237621,1133,-0.0610483354957337,0.00302763221962828,250.546943590858,"Troponin_T__seq.5315.22__ANML",0.460865355041786,"P45379","TNNT2","TNNT2","TNNT2__seq.5315.22","TNNT2"
