"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label","Gender"
"seq.19287.59",0.15938433942659,0.144446789255692,0.0489159464068561,3.25833089481532,0.00130077881234196,0.575407093505644,0.569537145489593,217,0.0629731466597367,0.255795532193443,23.8684426803365,"DENR__seq.19287.59__ANML",0.0021197876941869,"O43583","DENR","DENR","DENR__seq.19287.59","DENR","female"
"seq.19606.28",0.136461781693417,0.158457589996275,0.0537714076532957,2.53781308038815,0.0118565292164022,0.157724533177226,0.146080171884745,217,0.0304806869909277,0.242442876395907,65.6986260554812,"ihh__seq.19606.28__ANML",0.0140996563654513,"Q14623","IHH","IHH","IHH__seq.19606.28","IHH","female"
"seq.19823.75",0.168834063147468,0.18781232247566,0.0583632163671225,2.89281629177957,0.00420703885104719,0.0893452058357914,0.0767555082206179,217,0.053802714129645,0.283865412165291,101.917858597585,"SIR1__seq.19823.75__ANML",0.00544440321900224,"Q96EB6","SIRT1","SIRT1","SIRT1__seq.19823.75","SIRT1","female"
"seq.20089.172",0.0251693107257334,0.0460182518051064,0.0365603598835422,0.688431700505866,0.49192311064074,0.0433553884313327,0.0300068589675838,215,-0.0468933201312114,0.0972319415826783,-104.095908481016,"ST1C4__seq.20089.172__ANML",0.49192311064074,"O75897","SULT1C4","SULT1C4","SULT1C4__seq.20089.172","SULT1C4","female"
"seq.20133.1",-0.193694964755431,-0.26390498410388,0.0425715325720615,-4.54987060725523,8.95122306332136e-06,0.276349533183279,0.266298832255269,216,-0.277603773549646,-0.109786155961216,-37.4539339736463,"MAGE.3__seq.20133.1__ANML",2.31678714580082e-05,"P43357","MAGEA3","MAGEA3","MAGEA3__seq.20133.1","MAGEA3_2","female"
"seq.20241.9",-0.151550526577448,-0.196816907130938,0.0511438746618119,-2.96321949753659,0.00338399169378223,0.0468868056594597,0.0337101255533692,217,-0.25235286857553,-0.0507481845793674,43.5548075603246,"SNP23__seq.20241.9__ANML",0.00465298857895056,"O00161","SNAP23","SNAP23","SNAP23__seq.20241.9","SNAP23","female"
"seq.20387.277",-0.33210429707492,-0.340618134885148,0.0622914944051299,-5.33145496422012,2.43845110372964e-07,0.118156812117991,0.105965431640359,217,-0.454878110441977,-0.209330483707862,130.709321087335,"CHCH7__seq.20387.277__ANML",8.94098738034202e-07,"Q9BUK0","CHCHD7","CHCHD7","CHCHD7__seq.20387.277","CHCHD7","female"
"seq.20398.60",-0.550954383121821,-0.287313057149175,0.123970869013262,-4.44422457878297,1.40660688806309e-05,0.0970451106375747,0.0845618633192001,217,-0.795295548485365,-0.306613217758278,434.903321602465,"POP7__seq.20398.60__ANML",3.4383723930431e-05,"O75817","POP7","POP7","POP7__seq.20398.60","POP7","female"
"seq.21115.48",-0.760832485265098,-0.459850493237529,0.0969690634053348,-7.84613626806713,1.93270695219965e-13,0.257888875970867,0.247629275177837,217,-0.951954271740083,-0.569710698790114,326.323980877248,"BN3D2__seq.21115.48__ANML",1.41731843161308e-12,"Q7Z5W3","BCDIN3D","BCDIN3D","BCDIN3D__seq.21115.48","BCDIN3D","female"
"seq.21569.49",0.203665424970003,0.143271810312718,0.0858793016995278,2.37153098522601,0.0185891327970096,0.211482726455438,0.200581565991689,217,0.0344010742004263,0.37292977573958,272.643455777818,"STK10__seq.21569.49__ANML",0.0209723549504724,"O94804","STK10","STK10","STK10__seq.21569.49","STK10","female"
"seq.21823.5",-0.187248947193436,-0.287390449171231,0.0400808402064853,-4.6717819843292,5.23607578800073e-06,0.182426420592075,0.171123560047265,217,-0.266246531728839,-0.108251362658032,-64.1801787754854,"PPM1G__seq.21823.5__ANML",1.4399208417002e-05,"O15355","PPM1G","PPM1G","PPM1G__seq.21823.5","PPM1G","female"
"seq.22055.31",0.161905947199584,0.18728845357718,0.0554295837102955,2.9209302390902,0.00385860923890484,0.111766887666,0.0994871672189859,217,0.0526566599501664,0.271155234449001,79.1228659975961,"FOXO1A__seq.22055.31__ANML",0.00514481231853978,"Q12778","FOXO1","FOXO1","FOXO1__seq.22055.31","FOXO1","female"
"seq.22792.21",-0.150177757949906,-0.221715302099401,0.0442028573348657,-3.39746720019051,0.000809621255836422,0.0839475522252229,0.0712246015616843,216,-0.237301920040874,-0.0630535958589386,-20.9043781485239,"SYWM__seq.22792.21__ANML",0.00148430563570011,"Q9UGM6","WARS2","WARS2","WARS2__seq.22792.21","WARS2","female"
"seq.22821.50",1.46463604046722,0.829359689285783,0.0626408424601862,23.3814869491599,3.26698016997347e-61,0.728175302467945,0.724417357340774,217,1.34117367734998,1.58809840358447,133.181255042537,"UNG__seq.22821.50__ANML",1.43747127478833e-59,"P13051","UNG","UNG","UNG__seq.22821.50","UNG","female"
"seq.23245.5",0.0843051485181302,0.132623236332125,0.0388412077070878,2.17050790886572,0.0310537974747802,0.193389596661908,0.182238300763224,217,0.00775082546775246,0.160859471568508,-78.0663524129067,"SPC1L__seq.23245.5__ANML",0.0333260265583007,"Q9H0A9","SPATC1L","SPATC1L","SPATC1L__seq.23245.5","SPATC1L","female"
"seq.23356.32",0.496062931732755,0.341418879461645,0.093338846464736,5.31464605061485,2.6668169132748e-07,0.116491633726644,0.104163610011201,215,0.312086546959006,0.680039316506505,306.415105566492,"CCD24__seq.23356.32__ANML",9.02614955262241e-07,"Q8N4L8","CCDC24","CCDC24","CCDC24__seq.23356.32","CCDC24","female"
"seq.23631.1",-0.083784543781509,-0.196825717323799,0.027737703588493,-3.02060130948501,0.00282538956854882,0.0826729621222935,0.0699910215064726,217,-0.13845434543141,-0.0291147421316076,-226.882938721149,"GALK2__seq.23631.1__ANML",0.0040242248243032,"Q01415","GALK2","GALK2","GALK2__seq.23631.1","GALK2","female"
"seq.23678.132",0.103141188055018,0.214317431440512,0.0304646120915911,3.38560647826161,0.000843568192266902,0.13859318215825,0.126629198577115,216,0.043095209990774,0.163187166119262,-184.821234172173,"SOX10__seq.23678.132__ANML",0.00148468001838975,"P56693","SOX10","SOX10","SOX10__seq.23678.132","SOX10","female"
"seq.24488.8",0.122951974203652,0.168293492879389,0.04830593829704,2.5452765961734,0.011619936679237,0.0637236305839315,0.0506593091502189,215,0.0277381138700466,0.218165834537258,17.990646913071,"HID1__seq.24488.8__ANML",0.0140996563654513,"Q8IV36","HID1","HID1","HID1__seq.24488.8","HID1","female"
"seq.2743.5",0.203177258885774,0.196290380993854,0.0658690449910124,3.08456360515774,0.00230472625524247,0.131028925210266,0.118959882504853,216,0.0733488790346903,0.333005638736859,148.020383512657,"Sonic_Hedgehog__seq.2743.5__ANML",0.00349682604243685,"Q15465","SHH","SHH","SHH__seq.2743.5","SHH","female"
"seq.2797.56",-0.179672683983625,-0.165695557518049,0.06813456982831,-2.63702676095815,0.00896843644329561,0.147017784390886,0.13522540352993,217,-0.313962943670456,-0.0453824242967944,170.338964882718,"Apo_B__seq.2797.56__ANML",0.0112746058144288,"P04114","APOB","APOB","APOB__seq.2797.56","APOB","female"
"seq.2943.5",-0.197569643782364,-0.271504279188355,0.0469221576646354,-4.21058309369412,3.73210345169864e-05,0.101710766659028,0.0892920214976319,217,-0.290051166065817,-0.105088121498911,5.47530354823897,"Cytochrome_P450_3A4__seq.2943.5__ANML",8.64276588814421e-05,"P08684","CYP3A4","CYP3A4","CYP3A4__seq.2943.5","CYP3A4_1","female"
"seq.4455.89",0.0967795960496951,0.0990114663178159,0.0503165442358666,1.92341500235044,0.0557365516648883,0.427504196582804,0.419589508056299,217,-0.00239211383275113,0.195951305932141,36.3463186262363,"MFGM__seq.4455.89__ANML",0.0583906731727402,"Q08431","MFGE8","MFGE8","MFGE8__seq.4455.89","MFGE8","female"
"seq.5744.12",0.148473973092106,0.123554729116446,0.0668826423931946,2.21991787075705,0.0274589960166016,0.330744032510319,0.321491645862996,217,0.0166512076713186,0.280296738512893,162.141968715116,"CA056__seq.5744.12__ANML",0.0302048956182618,"Q9BUN1","MENT","MENT","MENT__seq.5744.12","MENT","female"
"seq.5918.5",0.112018886040102,0.104632602586636,0.0341445653443106,3.28072373774608,0.00120713698204855,0.781236288535498,0.778197903654047,216,0.0447196926181208,0.179318079462083,-134.536105813794,"PSME1__seq.5918.5__ANML",0.00204284720038985,"Q06323","PSME1","PSME1","PSME1__seq.5918.5","PSME1","female"
"seq.5963.9",0.0930328268642371,0.159058582800654,0.0308073561266915,3.01982508598436,0.0028352493080318,0.405242567097172,0.396943626172947,215,0.032309706541902,0.153755947186572,-184.814509941975,"Dermokine__seq.5963.9__ANML",0.0040242248243032,"Q6E0U4","DMKN","DMKN","DMKN__seq.5963.9","DMKN_1","female"
"seq.6378.2",-0.330737527494425,-0.322691119693417,0.0635159294107302,-5.20715874840921,4.44367822601421e-07,0.170302630508222,0.158832159962253,217,-0.455924648750357,-0.205550406238494,139.313222911347,"CEI__seq.6378.2__ANML",1.39658458531875e-06,"Q86SI9","C5orf38","C5orf38","C5orf38__seq.6378.2","C5orf38","female"
"seq.7223.60",-0.652891566762753,-0.397285570699147,0.0999554213220215,-6.53182746996147,4.54868256127657e-10,0.200748435066303,0.189698874260768,217,-0.84989933418926,-0.455883799336245,339.730860194811,"S100A13__seq.7223.60__ANML",2.22380036329077e-09,"Q99584","S100A13","S100A13","S100A13__seq.7223.60","S100A13","female"
"seq.7965.25",-0.48041152359859,-0.404047941727708,0.0738439045898088,-6.50577087258861,5.25959556383528e-10,0.166672735275628,0.155152081846259,217,-0.625954632605417,-0.334868414591763,205.906152468914,"HBAT__seq.7965.25__ANML",2.31422204808752e-09,"P09105","HBQ1","HBQ1","HBQ1__seq.7965.25","HBQ1_2","female"
"seq.8980.19",0.0753160017611009,0.110214390794392,0.0455768535266399,1.65250551394642,0.0998911096904223,0.0475368584162276,0.0342466750452912,215,-0.0145186711407318,0.165150674662934,-7.52236726565162,"MO2R2__seq.8980.19__ANML",0.10221415875299,"Q6Q8B3","CD200R1L","CD200R1L","CD200R1L__seq.8980.19","CD200R1L","female"
"seq.9207.60",-0.428945502839603,-0.32463346596937,0.0847299627331944,-5.06250078487945,8.84951204831058e-07,0.115519782308394,0.103235334840455,216,-0.59594889248939,-0.261942113189817,265.390810411027,"QORL1__seq.9207.60__ANML",2.59585686750444e-06,"O95825","CRYZL1","CRYZL1","CRYZL1__seq.9207.60","CRYZL1","female"
