"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.10000.28",0.0398567167683173,0.0270278812708044,0.0686441428092293,0.580628078918315,0.56174316505266,0.0145204135640196,0.00502639057330678,519,-0.0949978135221529,0.174711247058787,466.239570384526,"CRBB2__seq.10000.28__ANML",0.960236069440937,"P43320","CRYBB2","CRYBB2","CRYBB2__seq.10000.28","CRYBB2"
"seq.10001.7",-0.0831219220780426,-0.0426262090714369,0.0492066663348612,-1.6892410778731,0.0917681080967897,0.706461929722198,0.703660993937105,524,-0.179788492738304,0.0135446485822189,120.532119350755,"c.Raf__seq.10001.7__ANML",0.804359870713685,"P04049","RAF1","RAF1","RAF1__seq.10001.7","RAF1"
"seq.10003.15",0.050912264760016,0.0453903426562762,0.0498432427495482,1.02144768180191,0.30751735119606,0.0927254545357915,0.084001660829405,520,-0.0470066049512566,0.148831134471289,130.303339088541,"ZNF41__seq.10003.15__ANML",0.892275386255511,"P51814","ZNF41","ZNF41","ZNF41__seq.10003.15","ZNF41"
"seq.10006.25",-0.00998385696596176,-0.00972066094081295,0.0460944697990494,-0.21659554843535,0.82860850097819,0.0798719857619436,0.0710246010096547,520,-0.100538125381899,0.0805704114499756,49.42551453958,"ELK1__seq.10006.25__ANML",0.989606989287931,"P19419","ELK1","ELK1","ELK1__seq.10006.25","ELK1"
"seq.10008.43",0.0099535210613883,0.0117559391500184,0.0378038033230201,0.263294171127148,0.792428147016007,0.0911770021624582,0.0824383194909435,520,-0.0643134304445094,0.084220472567286,-171.76791594184,"GUC1A__seq.10008.43__ANML",0.987316410297864,"P43080","GUCA1A","GUCA1A","GUCA1A__seq.10008.43","GUCA1A"
"seq.10010.10",0.0117748399495687,0.0166087534140783,0.0315483761174941,0.373231253035535,0.709129023923189,0.0989039517649809,0.090206113461554,518,-0.0502036547332891,0.0737533346324264,-355.453815276732,"BECN1__seq.10010.10__ANML",0.974956983505645,"Q14457","BECN1","BECN1","BECN1__seq.10010.10","BECN1_1"
"seq.10011.65",-0.00715707825753094,-0.00712461656839734,0.0397882468724569,-0.179879206049799,0.857317339181412,0.281841129629091,0.274949009951827,521,-0.0853221915536401,0.0710080350385782,-105.597572185465,"OCRL__seq.10011.65__ANML",0.991024979850328,"Q01968","OCRL","OCRL","OCRL__seq.10011.65","OCRL"
"seq.10012.5",-0.0283540725019168,-0.0377457847737824,0.0345054103537421,-0.821728309016961,0.411605266058005,0.0273094388728672,0.0180280403888297,524,-0.096140003485789,0.0394318584819554,-255.675634510755,"SPDEF__seq.10012.5__ANML",0.925356594626487,"O95238","SPDEF","SPDEF","SPDEF__seq.10012.5","SPDEF"
"seq.10014.31",0.0128928929816642,0.0190104750518926,0.0299623380633441,0.430303301244617,0.667153304744779,0.10552021146412,0.0969194442666594,520,-0.0459692138000277,0.071754999763356,-402.669831689922,"SLUG__seq.10014.31__ANML",0.97164149265323,"O43623","SNAI2","SNAI2","SNAI2__seq.10014.31","SNAI2"
"seq.10015.119",0.00408040316800183,0.00359535502498972,0.0390073630012696,0.104605973181756,0.916728654927915,0.456445673244524,0.451239214175985,522,-0.0725503003189369,0.0807111066549406,-126.47450632283,"KCAB2__seq.10015.119__ANML",0.992166353705592,"Q13303","KCNAB2","KCNAB2","KCNAB2__seq.10015.119","KCNAB2"
