"coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","symbol","label"
0.0102810910798683,0.00624338352586829,0.025150559690971,0.408781800731028,0.682725421526662,0.203404786344336,0.202472005063709,3416,-0.0390305722177404,0.059592754377477,5762.56929802975,"CSF_AARSD1_NPX",0.847040465308533,"AARSD1","AARSD1"
0.00243489329004052,0.00144132202178323,0.0212544801981076,0.114559060835433,0.908801415041332,0.463516401438733,0.46288338244338,3390,-0.0392380011968658,0.0441077877769469,4539.63135538884,"CSF_ABHD14B_NPX",0.963739516930312,"ABHD14B","ABHD14B"
-0.0124794988573171,-0.00629333829956842,0.0198461615081394,-0.628811715162095,0.529514385322569,0.658047520980484,0.657646990990417,3415,-0.0513910518262422,0.026432054111608,4144.84844837281,"CSF_ABL1_NPX",0.756701164074512,"ABL1","ABL1"
-0.0251859175167895,-0.0107225509525856,0.034445547131021,-0.731180649301039,0.464719879982096,0.278948847525846,0.278089174020661,3355,-0.0927223139016021,0.0423504788680231,7733.01460524483,"CSF_ACAA1_NPX",0.719443100582612,"ACAA1","ACAA1"
0.00849748126876122,0.00972204663549777,0.0141093540877263,0.602258701279116,0.547042345322852,0.119585197848921,0.118543286840458,3380,-0.0191662508013459,0.0361612133388684,1749.70886223637,"CSF_ACAN_NPX",0.767605163277491,"ACAN","ACAN"
-0.030926062180865,-0.0211849357831178,0.0224083030187516,-1.38011620759438,0.167642739673672,0.209021356484942,0.208079154408092,3358,-0.0748613650893524,0.0130092407276223,4818.74711713967,"CSF_ACE2_NPX",0.455904470901633,"ACE2","ACE2"
0.0119508654671332,0.0120553769501202,0.0156914822126766,0.761614824218363,0.446342301169358,0.141301806720305,0.140300117372647,3429,-0.0188147340762806,0.042716465010547,2546.53267667865,"CSF_ACP5_NPX",0.707602758704788,"ACP5","ACP5"
0.0101606878292112,0.00541916574528513,0.0303436148724522,0.334854231175854,0.737755393901493,0.0961470087222568,0.0950996703777867,3452,-0.0493325643023181,0.0696539399607404,7151.13433851094,"CSF_ACP6_NPX",0.877456595632164,"ACP6","ACP6"
0.0072795476454716,0.00611873044538684,0.0183684269990076,0.39630762317671,0.691903359883038,0.202164089870323,0.201210880897647,3348,-0.0287349275521263,0.0432940228430694,3460.31335262523,"CSF_ACTA2_NPX",0.852651211450212,"ACTA2","ACTA2"
-0.00796222432175496,-0.0115753749038158,0.0107722648906784,-0.739141155788409,0.459872177099225,0.164138400148627,0.16315762971759,3409,-0.0290829744116322,0.0131585257681223,-57.7698966791759,"CSF_ACVRL1_NPX",0.71739994586099,"ACVRL1","ACVRL1"
-0.0408842886946684,-0.0210346780913138,0.0290843135070621,-1.40571613233165,0.159899060819705,0.232745078153418,0.231849798197937,3428,-0.0979086298240568,0.0161400524347199,6796.11164537737,"CSF_ACY1_NPX",0.447962896160546,"ACY1","ACY1"
0.000307361141522245,0.000308919986617106,0.0149850757661914,0.0205111503150153,0.983636798263081,0.214303811195346,0.213396802607981,3465,-0.0290731105442487,0.0296878328272932,2306.37734595314,"CSF_ADA_NPX",0.992485485682909,"ADA","ADA"
0.0580393550146983,0.0509323348069664,0.0187591505682918,3.09392233957549,0.00199132190478712,0.0779282288131955,0.0768447132183814,3404,0.0212590175673202,0.0948196924620765,3727.0327209159,"CSF_ADA2_NPX",0.0610826416840516,"ADA2","ADA2"
