"Protein_id","coef","OddsRatio","se","z","p","CI95_lower","CI95_upper","p_adjusted","symbol","uniprot","label","standardized_beta"
"ADA2__Cardiometabolic_o2csf__NPX",-0.315634392734697,0.729326048331586,0.683140869866078,-0.462034123059529,0.644056850343991,0.187563515512043,2.79398007937553,0.850578997932718,"ADA2","Q9NZK5","ADA2",-0.315634392734697
"ADAM12__Inflammation_II_o2csf__NPX",-1.22019671628936,0.295172096053,0.806482324532197,-1.51298631001881,0.130283136304165,0.057671021954335,1.39945473948796,0.76336765755597,"ADAM12","O43184","ADAM12",-1.22019671628936
"ADAM15__Cardiometabolic_o2csf__NPX",-0.892825634224123,0.40949702764066,0.488284109817243,-1.82849618956123,0.0674751170262134,0.153919070744127,1.06745964557528,0.76336765755597,"ADAM15","Q13444","ADAM15",-0.892825634224123
"ADAM22__Neurology_o2csf__NPX",0.249030830605301,1.28278158139278,1.00117449511553,0.248738688230931,0.803562920272809,0.160994599629852,8.57498384496082,0.921480644764614,"ADAM22","Q9P0K1","ADAM22",0.249030830605301
"ADAM23__Inflammation_o2csf__NPX",-0.708544650623687,0.492360232451264,0.992978219571553,-0.71355507770292,0.475502343957029,0.0728681729647026,3.71089569502796,0.790231493959651,"ADAM23","O75077","ADAM23",-0.708544650623687
"ADAM8__Neurology_o2csf__NPX",-0.14178058450095,0.867811646923435,0.40668639382637,-0.348623870021778,0.727371705055333,0.385519737487108,1.91079381606333,0.89098186810871,"ADAM8","P78325","ADAM8",-0.14178058450095
"ADAM9__Oncology_II_o2csf__NPX",-1.17898145446275,0.307591875434015,0.636041542927467,-1.85362334830573,0.063793064855431,0.0854366911460628,1.05597933424661,0.76336765755597,"ADAM9","Q13443","ADAM9",-1.17898145446275
"ADAMTS1__Inflammation_II_o2csf__NPX",-0.834744904147283,0.433985175131956,0.709979033126941,-1.17573176840285,0.239702079583387,0.104037359823387,1.73540445447485,0.76336765755597,"ADAMTS1","Q9UHI8","ADAMTS1",-0.834744904147283
"ADAMTS13__Cardiometabolic_o2csf__NPX",-0.357951056687119,0.699107290796073,0.46525465432643,-0.769365880294827,0.441676137664774,0.264183739349326,1.61966288827035,0.782237960997201,"ADAMTS13","Q76LX8","ADAMTS13",-0.357951056687119
"ADAMTS15__Oncology_o2csf__NPX",-0.325899597528702,0.721877662094587,0.471325615884851,-0.691453183415183,0.489280791937518,0.2765945016592,1.78914966301711,0.798671922503225,"ADAMTS15","Q8TE58","ADAMTS15",-0.325899597528702
"ADAMTS16__Cardiometabolic_o2csf__NPX",-0.703116853258451,0.495039929872136,0.854756777630644,-0.822592896200796,0.41073953972156,0.089190383748106,2.58748633512828,0.771772103589065,"ADAMTS16",NA,"ADAMTS16",-0.703116853258451
"ADAMTS4__Inflammation_II_o2csf__NPX",-0.212997577829865,0.808158094710519,0.667848958172853,-0.31893076304648,0.749779015971511,0.215568437755006,3.03561179679607,0.895229709198602,"ADAMTS4","O75173","ADAMTS4",-0.212997577829865
"ADAMTS8__Oncology_o2csf__NPX",-0.486487019402763,0.614782323472221,0.489732966140754,-0.993372006864128,0.3205286982322,0.236236669454492,1.63454649101536,0.76336765755597,"ADAMTS8",NA,"ADAMTS8",-0.486487019402763
"ADAMTSL2__Cardiometabolic_II_o2csf__NPX",-0.345391575762846,0.707943085831814,0.529367164752891,-0.652461275954044,0.514103646074652,0.248440254187603,1.98610663456568,0.802675879426467,"ADAMTSL2","Q86TH1","ADAMTSL2",-0.345391575762846
"ADAMTSL5__Cardiometabolic_II_o2csf__NPX",0.0276775160598994,1.02806409679785,0.497861955026459,0.0555927517265875,0.95566623886092,0.374165084881461,2.7755351552533,0.986883250375308,"ADAMTSL5",NA,"ADAMTSL5",0.0276775160598994
"ADCYAP1R1__Oncology_o2csf__NPX",-0.0732115011415672,0.929404239179367,0.734041050730744,-0.0997376114982732,0.920552639744882,0.232049758941339,4.35517544368931,0.974994276823611,"ADCYAP1R1","P41586","ADCYAP1R1",-0.0732115011415672
"ADGRB3__Neurology_o2csf__NPX",-0.087537817834365,0.916184222892522,0.60235421967661,-0.145326146932883,0.884453371594928,0.280571533065897,3.06583307669374,0.965769138636774,"ADGRB3","O60242","ADGRB3",-0.087537817834365
"ADGRD1__Inflammation_II_o2csf__NPX",-0.0108529883434788,0.989205692853871,0.443601019978846,-0.0244656523648128,0.980481180951456,0.414024775249664,2.36609551670522,0.993195174073167,"ADGRD1","Q6QNK2","ADGRD1",-0.0108529883434788
"ADGRE2__Inflammation_o2csf__NPX",-0.525168153789939,0.591455900453189,0.560677749711881,-0.936666657558304,0.348930052319832,0.192430414153729,1.76478218273092,0.771772103589065,"ADGRE2","Q9UHX3","ADGRE2",-0.525168153789939
"ADGRE5__Cardiometabolic_o2csf__NPX",-1.02053625493265,0.36040162119648,0.610455086940124,-1.67176304492447,0.0945710566973289,0.104933238148628,1.16292076290985,0.76336765755597,"ADGRE5","P48960","ADGRE5",-1.02053625493265
"ADGRF5__Cardiometabolic_II_o2csf__NPX",-0.663583948793797,0.515002281210223,0.778221498613509,-0.852692902953784,0.393829627592996,0.115300114353085,2.5102450730627,0.771772103589065,"ADGRF5","Q8IZF2","ADGRF5",-0.663583948793797
"ADGRG1__Oncology_o2csf__NPX",-0.293009699269167,0.746014904862765,0.312291408044821,-0.938257319032976,0.348112188064881,0.397682279909256,1.37172048365737,0.771772103589065,"ADGRG1","Q9Y653","ADGRG1",-0.293009699269167
"ADGRG2__Cardiometabolic_o2csf__NPX",-0.935804017515391,0.392270346477756,0.616577198695025,-1.51774022700808,0.129079898783475,0.111184481113602,1.27723991087261,0.76336765755597,"ADGRG2","Q8IZP9","ADGRG2",-0.935804017515391
"ADIPOQ__Inflammation_II_o2csf__NPX",-0.589216743404784,0.554761635317957,0.425722223537036,-1.3840403691153,0.166346094092697,0.235551413218101,1.26711657372208,0.76336765755597,"ADIPOQ","Q15848","ADIPOQ",-0.589216743404784
"ADM__Oncology_o2csf__NPX",-0.808287138888456,0.44562069926051,0.618766163517445,-1.30628852472097,0.191454457999809,0.139713126115696,1.59211151149619,0.76336765755597,"ADM","P35318","ADM",-0.808287138888456
"AFM__Inflammation_II_o2csf__NPX",-0.231007626950307,0.793733412246865,0.470589775138922,-0.490889600995073,0.623504532425861,0.305872853984922,1.96044614897003,0.841217075270973,"AFM","P43652","AFM",-0.231007626950307
"AGER__Inflammation_o2csf__NPX",-0.0203427703588392,0.979862747831709,0.431460535464127,-0.0471486235397087,0.962394774420799,0.420881659060696,2.29753025776221,0.987482304440834,"AGER","Q15109","AGER",-0.0203427703588392
"AGRN__Inflammation_o2csf__NPX",0.956220659047588,2.60184461048689,1.47348583336785,0.648951375977614,0.51636980553367,0.186398601754751,60.7044125735478,0.802675879426467,"AGRN","O00468","AGRN",0.956220659047588
"AGRP__Inflammation_o2csf__NPX",-0.426787086790648,0.652602485126591,0.443090923641077,-0.963204308685781,0.335445003280501,0.274953257861915,1.58309310359658,0.771772103589065,"AGRP","O00253","AGRP",-0.426787086790648
"AGT__Inflammation_II_o2csf__NPX",0.00472902997100919,1.00474022948056,0.577872160332926,0.00818352275057632,0.993470566423827,0.313775263649555,3.12889329671445,0.994901049600823,"AGT","P01019","AGT",0.00472902997100919
"AHCY__Cardiometabolic_o2csf__NPX",-0.579113890301938,0.560394717816295,0.569704149837961,-1.01651688945333,0.309383308917486,0.180080300026439,1.71001582178552,0.76336765755597,"AHCY","P23526","AHCY",-0.579113890301938
"AHNAK2__Cardiometabolic_II_o2csf__NPX",-0.322330232780805,0.724458910742422,0.932111546232347,-0.345806501468289,0.72948813879967,0.116658270200433,4.49166686988435,0.89098186810871,"AHNAK2",NA,"AHNAK2",-0.322330232780805
"AHSG__Inflammation_II_o2csf__NPX",-0.380582722325969,0.683463023986595,0.384702999918323,-0.989289718059831,0.32252141318836,0.318481036092143,1.45348788131553,0.76336765755597,"AHSG","P02765","AHSG",-0.380582722325969
"ALCAM__Cardiometabolic_o2csf__NPX",-0.539677414199847,0.582936269009388,0.620469990838787,-0.869788099615068,0.384416216081515,0.169940456068722,1.98833255814628,0.771772103589065,"ALCAM","Q13740","ALCAM",-0.539677414199847
"ALDH1A1__Neurology_o2csf__NPX",-0.131098788712262,0.877131119457073,0.620175818284566,-0.211389713766795,0.832583182621422,0.258835329919404,3.03433048575557,0.93775158463676,"ALDH1A1","P00352","ALDH1A1",-0.131098788712262
"AMBN__Inflammation_o2csf__NPX",0.280197873496738,1.32339165056461,0.787876505879703,0.355636792575612,0.722112586206977,0.293761794873691,6.61268355866428,0.888901422490181,"AMBN",NA,"AMBN",0.280197873496738
"AMBP__Oncology_o2csf__NPX",-0.616484639325635,0.539838834108216,0.992196785944263,-0.621333033989758,0.534380522951629,0.0726024902775162,3.60525106070475,0.811769116114663,"AMBP","P02760","AMBP",-0.616484639325635
"AMDHD2__Cardiometabolic_II_o2csf__NPX",-0.143878969905712,0.865992552877136,0.958031176408479,-0.150181928781371,0.880621082930869,0.124900125379408,5.378875530041,0.965769138636774,"AMDHD2",NA,"AMDHD2",-0.143878969905712
"AMIGO2__Oncology_o2csf__NPX",-0.43789380681669,0.645394315695244,0.516564826510018,-0.847703491109064,0.396603121625154,0.226063111090854,1.76111515734198,0.771772103589065,"AMIGO2","Q86SJ2","AMIGO2",-0.43789380681669
"AMY1A_AMY1B_AMY1C__Inflammation_II_o2csf__NPX",-0.700613115768931,0.496280932827889,0.711001050905343,-0.985389704947433,0.324432684624058,0.116268647406309,1.95448365421432,0.76336765755597,"AMY1A_AMY1B_AMY1C",NA,"AMY1A_AMY1B_AMY1C",-0.700613115768931
"AMY2A__Cardiometabolic_o2csf__NPX",-0.707049343779566,0.493097012795684,0.624938667758678,-1.13138997514008,0.257890989036734,0.136988383760936,1.60115926839071,0.76336765755597,"AMY2A","P04746","AMY2A",-0.707049343779566
"AMY2B__Cardiometabolic_o2csf__NPX",-0.659813833499451,0.51694756385301,0.638354992206003,-1.03361584315224,0.301315789817872,0.139603533764267,1.70798323958433,0.76336765755597,"AMY2B","P19961","AMY2B",-0.659813833499451
"ANG__Cardiometabolic_o2csf__NPX",-0.60527180065991,0.545926023419149,0.604257668338359,-1.00167831104955,0.316498985147046,0.161636987727646,1.73838241198672,0.76336765755597,"ANG","P03950","ANG",-0.60527180065991
"ANGPT1__Inflammation_o2csf__NPX",-0.818873698765534,0.440927992682849,0.680160888187445,-1.20394117478255,0.228612315844012,0.115091174322412,1.69406167227509,0.76336765755597,"ANGPT1","Q15389","ANGPT1",-0.818873698765534
"ANGPT2__Oncology_o2csf__NPX",0.0754642631382782,1.07838468894492,0.516976022973575,0.145972462521991,0.88394312726828,0.397079623905191,3.06779814944526,0.965769138636774,"ANGPT2","O15123","ANGPT2",0.0754642631382782
"ANGPTL1__Cardiometabolic_o2csf__NPX",-0.952211804956145,0.385886573029259,0.501487112087879,-1.89877622376322,0.0575939045957882,0.147447641638846,1.0522922786174,0.76336765755597,"ANGPTL1","O95841","ANGPTL1",-0.952211804956145
"ANGPTL2__Inflammation_o2csf__NPX",-0.144242433495621,0.865677853309415,0.542230212166794,-0.266016961539669,0.790226146114155,0.293404061632748,2.49318071387577,0.914300305965975,"ANGPTL2",NA,"ANGPTL2",-0.144242433495621
"ANGPTL3__Cardiometabolic_o2csf__NPX",-0.17954067538481,0.83565395970548,0.489677355428499,-0.366650965976771,0.713879386411996,0.317568852870981,2.17538426929822,0.886612702231327,"ANGPTL3","Q9Y5C1","ANGPTL3",-0.17954067538481
"ANGPTL4__Inflammation_o2csf__NPX",-0.45363316995587,0.635315743407942,0.5269739902538,-0.860826489249295,0.389333613393409,0.233917005188226,1.88820426040778,0.771772103589065,"ANGPTL4","Q9BY76","ANGPTL4",-0.45363316995587
"ANPEP__Cardiometabolic_o2csf__NPX",0.44741448506874,1.5642625283981,0.648222901074834,0.690217029245451,0.490057715837721,0.451021966671124,5.82748029268775,0.798671922503225,"ANPEP","P15144","ANPEP",0.44741448506874
"ANXA2__Cardiometabolic_II_o2csf__NPX",-0.441923161754904,0.642799025107039,0.544854131881818,-0.81108527199489,0.417316703111691,0.209387779882818,1.81981866930508,0.771772103589065,"ANXA2","P07355","ANXA2",-0.441923161754904
"ANXA3__Neurology_o2csf__NPX",-0.595597394902375,0.551233163604052,0.802978825066683,-0.741734870596263,0.458247987991836,0.101253900615633,2.39646729578396,0.785954697134433,"ANXA3","P12429","ANXA3",-0.595597394902375
"ANXA4__Cardiometabolic_o2csf__NPX",-1.45401535683374,0.233630293155027,0.758895969095652,-1.91596136498977,0.0553700135649823,0.0501757049920906,1.01244711406212,0.76336765755597,"ANXA4","P09525","ANXA4",-1.45401535683374
"AOC3__Cardiometabolic_o2csf__NPX",-0.729803761434372,0.482003568498843,0.950545203009244,-0.767773861909937,0.442621545773528,0.0671300707576038,2.83290470695764,0.782237960997201,"AOC3","Q16853","AOC3",-0.729803761434372
"APCS__Inflammation_II_o2csf__NPX",-0.0215966850202429,0.978634853564237,0.360029697387561,-0.0599858433261264,0.952166909774673,0.468237074209617,1.94062972246344,0.984731726019755,"APCS","P02743","APCS",-0.0215966850202429
"APEX1__Oncology_o2csf__NPX",-0.0208016659685995,0.979413196275068,0.435867650643029,-0.0477247300594828,0.961935624818373,0.402759821940301,2.28509825422867,0.987482304440834,"APEX1","P27695","APEX1",-0.0208016659685995
"APLP1__Cardiometabolic_o2csf__NPX",-0.544632334148942,0.580055010558379,1.44397540473421,-0.377175630805977,0.706043089003424,0.0336434733723169,10.12585459453,0.880023240863586,"APLP1","P51693","APLP1",-0.544632334148942
"APOA1__Inflammation_II_o2csf__NPX",-0.0791159549784056,0.923932783627478,0.510044065428867,-0.155115921036904,0.876729930929877,0.332102658156307,2.5108290415839,0.964819093293875,"APOA1","P02647","APOA1",-0.0791159549784056
"APOA4__Inflammation_II_o2csf__NPX",-0.423866899558052,0.654510991813817,0.370915977535011,-1.14275718823151,0.253139418387396,0.312498504969595,1.34246786452579,0.76336765755597,"APOA4","P06727","APOA4",-0.423866899558052
"APOC1__Inflammation_II_o2csf__NPX",-0.44357565979287,0.641737678157641,0.39058033447913,-1.13568354736654,0.256089028706026,0.29248435747247,1.36547938218669,0.76336765755597,"APOC1","P02654","APOC1",-0.44357565979287
"APOD__Inflammation_II_o2csf__NPX",-0.339092114954165,0.712416821823723,0.736317928367018,-0.460524050672231,0.645140112456111,0.17579114122185,3.21033422498857,0.85060653689711,"APOD","P05090","APOD",-0.339092114954165
"APOF__Inflammation_II_o2csf__NPX",-0.255301664054353,0.774682768764142,0.274012893141257,-0.931714055961382,0.35148432040678,0.443253510434775,1.30430251599561,0.771772103589065,"APOF","Q13790","APOF",-0.255301664054353
"APOL1__Inflammation_II_o2csf__NPX",-0.177566458884416,0.837305351107065,0.391043962982343,-0.454083110068199,0.649769009331906,0.383244029769209,1.79006064433776,0.853218300322593,"APOL1","O14791","APOL1",-0.177566458884416
"APOM__Cardiometabolic_o2csf__NPX",-0.520747025428877,0.594076591846773,0.375474529453797,-1.38690373002506,0.165471120314125,0.279559645022763,1.2344073899858,0.76336765755597,"APOM","O95445","APOM",-0.520747025428877
"APP__Neurology_o2csf__NPX",-1.42094547369959,0.241485590653757,2.25552000622403,-0.629985754849676,0.528703904390044,0.0035307401880479,27.4544088102545,0.811769116114663,"APP","P05067","APP",-1.42094547369959
"AREG__Oncology_o2csf__NPX",-0.640023332054524,0.527280121370985,0.519646291886463,-1.23165187945642,0.218079152445042,0.182202792664613,1.41142124116772,0.76336765755597,"AREG","P15514","AREG",-0.640023332054524
"ARL13B__Cardiometabolic_II_o2csf__NPX",0.0919332994368929,1.0962916963686,0.7011102651159,0.131125307973769,0.895676181140638,0.262134463927952,4.16254454595314,0.968054054364124,"ARL13B",NA,"ARL13B",0.0919332994368929
"ARSA__Neurology_o2csf__NPX",-0.96109810203415,0.382472661285181,0.680318573085624,-1.41271771792887,0.157738739854609,0.0956934528993075,1.41346552132818,0.76336765755597,"ARSA","P15289","ARSA",-0.96109810203415
"ARSB__Oncology_o2csf__NPX",-1.08448834433548,0.338074719494974,0.590979437610123,-1.83506950549932,0.0664953915747548,0.098594124662316,1.02330730158458,0.76336765755597,"ARSB","P15848","ARSB",-1.08448834433548
"ART3__Cardiometabolic_o2csf__NPX",-0.21462558283699,0.806843479676066,0.594800790997686,-0.36083607501091,0.718221993094218,0.251902858022784,2.6570683082644,0.888038567522014,"ART3","Q13508","ART3",-0.21462558283699
"ASAH1__Cardiometabolic_II_o2csf__NPX",-0.737723853357478,0.478201133622471,0.726395232246112,-1.01559567107336,0.309821967145561,0.111804003839673,2.01521789260236,0.76336765755597,"ASAH1","Q13510","ASAH1",-0.737723853357478
"ASAH2__Neurology_o2csf__NPX",0.114551023585305,1.1213698559148,0.429973759728032,0.266413986885529,0.789920394386829,0.473573446510153,2.57915816281036,0.914300305965975,"ASAH2","Q9NR71","ASAH2",0.114551023585305
"ASGR2__Inflammation_II_o2csf__NPX",-0.350956915422584,0.704014085351569,0.439673562155365,-0.798221557152824,0.424741929713408,0.291825481528518,1.64665877163595,0.775349113164502,"ASGR2","P07307","ASGR2",-0.350956915422584
"ASRGL1__Cardiometabolic_II_o2csf__NPX",-0.824573563231126,0.438421911830956,0.534424714015693,-1.54291809792111,0.122850649111198,0.151807206909161,1.25085493927318,0.76336765755597,"ASRGL1","Q7L266","ASRGL1",-0.824573563231126
"ATOX1__Oncology_o2csf__NPX",-0.57874395478751,0.560602066074891,0.513754095388894,-1.12649993446655,0.259953968308724,0.21068456053145,1.59230537585823,0.76336765755597,"ATOX1","O00244","ATOX1",-0.57874395478751
"ATP5IF1__Inflammation_o2csf__NPX",-0.538638549290079,0.583542175717008,0.467122517402129,-1.15309908904773,0.248869715509767,0.237256998758718,1.49814063224548,0.76336765755597,"ATP5IF1","Q9UII2","ATP5IF1",-0.538638549290079
"ATRAID__Oncology_II_o2csf__NPX",-0.859371284173903,0.42342821466795,0.555153929284418,-1.54798739384159,0.121625331634126,0.135988918330007,1.23295462927597,0.76336765755597,"ATRAID",NA,"ATRAID",-0.859371284173903
"ATRN__Inflammation_II_o2csf__NPX",-0.747289351719671,0.473648709277527,0.680391249565134,-1.09832299018733,0.272063476388678,0.118599433776428,1.75878783294758,0.76336765755597,"ATRN","O75882","ATRN",-0.747289351719671
"ATXN3__Neurology_II_o2csf__NPX",-0.955007148928205,0.384809393568418,0.684973685810328,-1.39422457929669,0.16324979781202,0.0998045513487689,1.49916545085358,0.76336765755597,"ATXN3","P54252","ATXN3",-0.955007148928205
"AXL__Cardiometabolic_o2csf__NPX",-0.340624688395437,0.711325826951906,0.706214532301059,-0.482324665970239,0.629575327671624,0.174369060667077,2.8622274272243,0.843275656007241,"AXL",NA,"AXL",-0.340624688395437
"B2M__Inflammation_II_o2csf__NPX",0.828436514062611,2.28973597019897,3.32252890140307,0.249339144563279,0.803098454271048,0.00355101898231101,1785.36413964497,0.921480644764614,"B2M","P61769","B2M",0.828436514062611
"B4GALT1__Inflammation_o2csf__NPX",-0.283399649953567,0.753218703879594,0.328405947038223,-0.862955292099453,0.38816204843702,0.396966618339403,1.45348293141633,0.771772103589065,"B4GALT1","P15291","B4GALT1",-0.283399649953567
"B4GAT1__Neurology_o2csf__NPX",-1.41046396743631,0.244030034894044,1.27972498566964,-1.10216177946878,0.270391344906002,0.0208806814595975,3.2613664733335,0.76336765755597,"B4GAT1",NA,"B4GAT1",-1.41046396743631
"BAMBI__Oncology_o2csf__NPX",-0.699957307536034,0.496606504694154,0.738676952946235,-0.947582437416293,0.343342070468816,0.112106160277,2.11448079459053,0.771772103589065,"BAMBI","Q13145","BAMBI",-0.699957307536034
"BCAM__Neurology_o2csf__NPX",-0.724816993624693,0.484413211550032,0.623535022880695,-1.16243188758842,0.245060076866001,0.141488594354467,1.67219068139556,0.76336765755597,"BCAM","P50895","BCAM",-0.724816993624693
"BCAN__Neurology_o2csf__NPX",-0.850864433809782,0.427045619676749,2.50344605667386,-0.339877278977707,0.733948947906681,0.00195875227305419,42.7446688582937,0.89098186810871,"BCAN","Q96GW7","BCAN",-0.850864433809782
"BCAT1__Cardiometabolic_II_o2csf__NPX",-1.10913836816561,0.329843041936343,0.948048234691332,-1.16991765564199,0.242034108038337,0.0479474303810997,2.05609955757413,0.76336765755597,"BCAT1",NA,"BCAT1",-1.10913836816561
"BCHE__Inflammation_II_o2csf__NPX",-0.160985900267895,0.851304074181917,0.625185554347456,-0.257500991743044,0.796792049811465,0.248700826859342,2.93890240837401,0.91749813020509,"BCHE","P06276","BCHE",-0.160985900267895
"BCL2__Oncology_II_o2csf__NPX",-0.516516071525118,0.596595427303067,0.631356712231285,-0.818104981730047,0.413297244518888,0.169984860680064,2.05031602184065,0.771772103589065,"BCL2","P10415","BCL2",-0.516516071525118
"BGLAP__Cardiometabolic_II_o2csf__NPX",-0.734370804088817,0.479807256784088,0.289062463629954,-2.54052634460671,0.0110685754580633,0.266346200801494,0.827594648402088,0.76336765755597,"BGLAP","P02818","BGLAP",-0.734370804088817
"BGN__Oncology_o2csf__NPX",0.113701511545714,1.1204176432367,0.526466756592576,0.215970923371531,0.829010412488035,0.407006528640716,3.27858541160638,0.935681165580217,"BGN","P21810","BGN",0.113701511545714
"BLMH__Cardiometabolic_o2csf__NPX",-1.10620898758511,0.330810694357135,0.605808620486877,-1.82600403852964,0.0678496535210167,0.0964160449144762,1.05495033133582,0.76336765755597,"BLMH","Q13867","BLMH",-1.10620898758511
"BLVRB__Neurology_o2csf__NPX",-1.22098657964781,0.294939042482247,0.772478073436726,-1.58061001552534,0.113967234373635,0.0581466249873269,1.22396254235347,0.76336765755597,"BLVRB","P30043","BLVRB",-1.22098657964781
"BMP4__Neurology_o2csf__NPX",0.116369519455072,1.12341091763495,0.284457513024696,0.409092796381755,0.682471562537123,0.648297455172302,2.00270418097811,0.868949763587435,"BMP4","P12644","BMP4",0.116369519455072
"BMPER__Inflammation_II_o2csf__NPX",-0.665491726775632,0.514020707807311,0.51824376784015,-1.28412875961665,0.199096906671596,0.185957092655801,1.43935855536891,0.76336765755597,"BMPER","Q8N8U9","BMPER",-0.665491726775632
"BNIP3L__Inflammation_II_o2csf__NPX",-0.798392998242281,0.450051617049099,0.531168340072534,-1.5030884523977,0.132816236201868,0.158758309686849,1.30670304738537,0.76336765755597,"BNIP3L","O60238","BNIP3L",-0.798392998242281
"BOC__Cardiometabolic_o2csf__NPX",-0.0403691712096586,0.960434808816527,0.551523832859776,-0.0731956967305208,0.941650390715947,0.328061123047761,2.90440362903601,0.982013919886054,"BOC","Q9BWV1","BOC",-0.0403691712096586
"BPIFB1__Cardiometabolic_o2csf__NPX",-0.667686859492323,0.512893601660925,0.411191537034887,-1.62378550956333,0.10442159370703,0.218625166549286,1.09575471925478,0.76336765755597,"BPIFB1","Q8TDL5","BPIFB1",-0.667686859492323
"BPIFB2__Cardiometabolic_II_o2csf__NPX",-1.12267006483342,0.325409768447594,1.30303004185978,-0.861584175934321,0.388916381867957,0.0238983214049803,4.14028988535515,0.771772103589065,"BPIFB2",NA,"BPIFB2",-1.12267006483342
"BRSK2__Neurology_II_o2csf__NPX",-0.444570555451314,0.641099533624032,0.536400050120672,-0.828804090065429,0.40721527346212,0.222777489426036,1.8623287705817,0.771772103589065,"BRSK2","Q8IWQ3","BRSK2",-0.444570555451314
"BSG__Inflammation_o2csf__NPX",-0.196284499024285,0.821778406263025,0.658247468359996,-0.298192562006083,0.765556198373859,0.226423486551507,3.08498630364488,0.900826268909691,"BSG","P35613","BSG",-0.196284499024285
"BST1__Neurology_o2csf__NPX",-0.501086631889767,0.60587194211226,0.49383784215076,-1.01467848172071,0.310259114768886,0.227271319722518,1.61510557848855,0.76336765755597,"BST1","Q10588","BST1",-0.501086631889767
"BST2__Neurology_o2csf__NPX",-0.543875055371518,0.580494440272011,0.633781661503201,-0.858142619781009,0.390813715836759,0.164989280643164,2.02705375016736,0.771772103589065,"BST2","Q10589","BST2",-0.543875055371518
"BTC__Oncology_o2csf__NPX",-1.50119788868054,0.222863035080292,0.779373642785896,-1.92615942632401,0.0540844702771312,0.0460416937001844,1.00103481276866,0.76336765755597,"BTC","P35070","BTC",-1.50119788868054
