"apt_name","Protein_id","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.10003.15","seq_10003_15",0.00267505166485967,0.00267505166485967,0.00142286400590627,1.88004732269254,0.0602695368823997,0.0652515511362748,0.0614693319790227,1730,-0.000115662993619036,0.00546576632333837,0.906876222456445,"P51814","ZNF41","ZNF41","ZNF41__seq.10003.15","ZNF41"
"seq.10046.55","seq_10046_55",-0.00170523086470209,-0.00170523086470209,0.000975181102027733,-1.7486299325903,0.0805319553247777,0.22024448284887,0.217096680876518,1734,-0.00361788575627647,0.000207424026872285,0.906876222456445,"Q13490","BIRC2","BIRC2","BIRC2__seq.10046.55","BIRC2_1"
"seq.10082.251","seq_10082_251",0.00280413904624104,0.00280413904624104,0.00172351017085232,1.62699303645787,0.103919638018873,0.358257049579305,0.355675325066118,1740,-0.000576230212628885,0.00618450830511097,0.906876222456445,"P07196","NEFL","NEFL","NEFL__seq.10082.251","NEFL"
"seq.10731.10","seq_10731_10",-0.000747213929748689,-0.000747213929748689,0.00106740166351055,-0.700030696309014,0.484001823288169,0.155704226899299,0.152303726087041,1738,-0.00284074068778136,0.00134631282828398,0.936438310274935,"Q8IZT8","HS3ST5","HS3ST5","HS3ST5__seq.10731.10","HS3ST5"
"seq.10990.21","seq_10990_21",0.00115074350957919,0.00115074350957919,0.00122683245648757,0.937979349579463,0.348385875071281,0.151345555538127,0.147913677368726,1731,-0.0012554864047831,0.00355697342394147,0.925252476274407,"Q5S007","LRRK2","LRRK2","LRRK2__seq.10990.21","LRRK2"
"seq.11071.1","seq_11071_1",0.00127448460071376,0.00127448460071376,0.00131491366703064,0.969253444290241,0.33255407956195,0.106040033269258,0.10242703109425,1732,-0.00130450106720011,0.00385347026862763,0.925252476274407,"P05113","IL5","IL5","IL5__seq.11071.1","IL5_1"
"seq.11160.56","seq_11160_56",0.00168439819627414,0.00168439819627414,0.00101004651019656,1.66764419189603,0.095566632892919,0.0688430950373589,0.0650905916782695,1737,-0.000296636981577157,0.00366543337412543,0.906876222456445,"Q9H9V4","RNF122","RNF122","RNF122__seq.11160.56","RNF122"
"seq.11180.17","seq_11180_17",0.0022389696626001,0.0022389696626001,0.00228273307626531,0.980828501536055,0.326815099027098,0.0286303202511201,0.0246816630163685,1722,-0.00223825187860907,0.00671619120380926,0.925252476274407,"Q92922","SMARCC1","SMARCC1","SMARCC1__seq.11180.17","SMARCC1"
"seq.11286.78","seq_11286_78",0.00162200992162236,0.00162200992162236,0.00182406953556754,0.889225925873319,0.374004730168407,0.0931267092122123,0.0894741700663467,1738,-0.00195559212994605,0.00519961197319077,0.925252476274407,"Q9BQE4","SELENOS","SELENOS","SELENOS__seq.11286.78","SELENOS"
"seq.11289.31","seq_11289_31",7.44588182139421e-05,7.44588182139421e-05,0.000882431340114729,0.084379163374072,0.932764736178463,0.0370296339546458,0.0331332220689132,1730,-0.00165628569829427,0.00180520333472215,0.976659547292743,"P48730","CSNK1D","CSNK1D","CSNK1D__seq.11289.31","CSNK1D"
