"apt_name","Protein_id","coef","OddsRatio","se","z","p","CI95_lower","CI95_upper","p_adjusted","standardized_beta","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.10040.63","P73L__seq.10040.63__ANML",0.0913575711892858,1.0956607119266,0.455520558206543,0.200556417363412,0.841045439467208,0.456589185036743,2.75290786128695,0.995653058142608,0.0913575711892858,"Q9H3D4","TP63","TP63","TP63__seq.10040.63","TP63"
"seq.10041.3","HNF4A__seq.10041.3__ANML",0.486103568571787,1.62596838671479,0.318998950131084,1.52384065330634,0.127548521439465,0.870812394677141,3.04530822222075,0.995653058142608,0.486103568571787,"P41235","HNF4A","HNF4A","HNF4A__seq.10041.3","HNF4A"
"seq.10042.8","SGK3__seq.10042.8__ANML",0.485717355985023,1.62534053850741,0.844243516193561,0.575328500211616,0.565069150028999,0.317398745380291,8.74442121123384,0.995653058142608,0.485717355985023,"Q96BR1","SGK3","SGK3","SGK3__seq.10042.8","SGK3"
"seq.10043.31","BRD4__seq.10043.31__ANML",0.975977892458259,2.6537610354378,1.0098018363724,0.966504374724004,0.333791858923192,0.386498635518196,20.5635244379813,0.995653058142608,0.975977892458259,"O60885","BRD4","BRD4","BRD4__seq.10043.31","BRD4"
"seq.10044.12","WN10A__seq.10044.12__ANML",0.513853421726482,1.67172064395082,0.363038915224309,1.41542242491825,0.156944678499141,0.820092498128438,3.41056952610076,0.995653058142608,0.513853421726482,"Q9GZT5","WNT10A","WNT10A","WNT10A__seq.10044.12","WNT10A"
"seq.10045.47","CUL3__seq.10045.47__ANML",0.576274664674696,1.77939721674684,0.38106716480312,1.51226533771922,0.130466375238046,0.849343250671313,3.79168996138447,0.995653058142608,0.576274664674696,"Q13618","CUL3","CUL3","CUL3__seq.10045.47","CUL3"
"seq.10046.55","cIAP.1__seq.10046.55__ANML",0.344125955029499,1.41075631617098,0.61071709589528,0.563478503127587,0.573109094214522,0.430925242619839,4.78976438124377,0.995653058142608,0.344125955029499,"Q13490","BIRC2","BIRC2","BIRC2__seq.10046.55","BIRC2_1"
"seq.10047.12","NCF.2__seq.10047.12__ANML",0.197516228413108,1.21837283706692,0.655813236806816,0.301177556852655,0.763279102794009,0.340653140204142,4.49640510093229,0.995653058142608,0.197516228413108,"P19878","NCF2","NCF2","NCF2__seq.10047.12","NCF2"
"seq.10048.7","PEBB__seq.10048.7__ANML",0.437378558004856,1.54864221701326,1.28217725815865,0.341121756154824,0.733011923422571,0.125790997242643,19.4698748286172,0.995653058142608,0.437378558004856,"Q13951","CBFB","CBFB","CBFB__seq.10048.7","CBFB"
"seq.10049.112","TERF1__seq.10049.112__ANML",0.0388298907256985,1.0395936240909,1.08578933273048,0.0357619010936967,0.971472212144451,0.131434399631037,9.42375123947202,0.999140541447016,0.0388298907256985,"P54274","TERF1","TERF1","TERF1__seq.10049.112","TERF1"
"seq.10053.5","ILK1__seq.10053.5__ANML",-0.0321299617109782,0.968380721485403,0.184741339743884,-0.173918635404082,0.861929406886874,0.672976879355761,1.38966493331514,0.996289741216352,-0.0321299617109782,"Q13418","ILK","ILK","ILK__seq.10053.5","ILK"
"seq.10054.3","GAN__seq.10054.3__ANML",0.599117166452888,1.82051088265299,0.538802451823178,1.11194216809077,0.26616301653963,0.676684763394982,5.73623318138467,0.995653058142608,0.599117166452888,"Q9H2C0","GAN","GAN","GAN__seq.10054.3","GAN"
"seq.10056.5","FOXM1__seq.10056.5__ANML",0.115110956930075,1.1219979241107,0.223204351446344,0.515720039435459,0.606049956386646,0.726675048613618,1.7455604233326,0.995653058142608,0.115110956930075,"Q08050","FOXM1","FOXM1","FOXM1__seq.10056.5","FOXM1"
"seq.10058.1","RD23A__seq.10058.1__ANML",0.219530268165551,1.2454915461295,0.293717014971245,0.747421010618137,0.454809466669277,0.702136849473813,2.2239331933116,0.995653058142608,0.219530268165551,"P54725","RAD23A","RAD23A","RAD23A__seq.10058.1","RAD23A"
"seq.10063.10","FANCL__seq.10063.10__ANML",0.116393972246897,1.12343838850412,1.00941831385872,0.115307965636125,0.908201024814434,0.170644100574996,9.26829505943394,0.997685949117328,0.116393972246897,"Q9NW38","FANCL","FANCL","FANCL__seq.10063.10","FANCL"
"seq.10064.12","RBBP9__seq.10064.12__ANML",1.2223390255932,3.39511972536874,1.3057920859355,0.93609008567201,0.349226807189846,0.274993146398183,46.4986879484027,0.995653058142608,1.2223390255932,"O75884","RBBP9","RBBP9","RBBP9__seq.10064.12","RBBP9"
"seq.10069.2","PIN1__seq.10069.2__ANML",2.38580441450805,10.86780136677,1.15083846617245,2.07310103427716,0.0381628777834785,1.24960475420692,115.961008774963,0.995653058142608,2.38580441450805,"Q13526","PIN1","PIN1","PIN1__seq.10069.2","PIN1_1"
"seq.10070.22","PLCG2__seq.10070.22__ANML",0.238570613220265,1.26943334164781,0.248830814520258,0.9587663556872,0.337676461794897,0.782240539875227,2.07767481209715,0.995653058142608,0.238570613220265,"P16885","PLCG2","PLCG2","PLCG2__seq.10070.22","PLCG2"
"seq.10073.22","TYDP1__seq.10073.22__ANML",0.639090333474025,1.89475649855653,0.662212161947968,0.965083956770097,0.334502761855303,0.528051483536947,7.12358280411307,0.995653058142608,0.639090333474025,"Q9NUW8","TDP1","TDP1","TDP1__seq.10073.22","TDP1"
"seq.10074.128","BRD2__seq.10074.128__ANML",-0.385139784520646,0.680355526386177,0.77249319163085,-0.498567221942187,0.618084301512307,0.158158645932447,3.34667143273302,0.995653058142608,-0.385139784520646,"P25440","BRD2","BRD2","BRD2__seq.10074.128","BRD2_1"
"seq.10075.75","ACBD6__seq.10075.75__ANML",0.110551032983769,1.11689334599774,0.159942396553828,0.691192800444022,0.48944438768322,0.818069888791367,1.53269995034237,0.995653058142608,0.110551032983769,"Q9BR61","ACBD6","ACBD6","ACBD6__seq.10075.75","ACBD6_1"
"seq.10076.1","AP4M1__seq.10076.1__ANML",0.0418149417859551,1.04270150041775,0.301155157141151,0.138848499832784,0.88956986781709,0.58044616140266,1.89332339783975,0.997685949117328,0.0418149417859551,"O00189","AP4M1","AP4M1","AP4M1__seq.10076.1","AP4M1"
"seq.10078.5","BAG3__seq.10078.5__ANML",-0.164450886510142,0.848359421813037,0.911629957838214,-0.180392148257294,0.856844717997202,0.141506784307496,5.12267008993925,0.995653058142608,-0.164450886510142,"O95817","BAG3","BAG3","BAG3__seq.10078.5","BAG3"
"seq.10080.9","EI2BA__seq.10080.9__ANML",0.168189025871012,1.18316023740595,0.193416992553153,0.869566958160574,0.384537101326505,0.810449679363484,1.73162678659969,0.995653058142608,0.168189025871012,"Q14232","EIF2B1","EIF2B1","EIF2B1__seq.10080.9","EIF2B1"
"seq.10081.17","SATB2__seq.10081.17__ANML",-0.102314927562306,0.90274520754973,0.739066876951599,-0.138437982749708,0.889894280107984,0.215335562601023,3.95149139248498,0.997685949117328,-0.102314927562306,"Q9UPW6","SATB2","SATB2","SATB2__seq.10081.17","SATB2"
"seq.10082.251","NFL__seq.10082.251__ANML",-2.18772522858721,0.112171623418746,0.529060355491339,-4.13511465351712,3.54777464639662e-05,0.0393063918970964,0.313699330733253,0.0861517943299979,-2.18772522858721,"P07196","NEFL","NEFL","NEFL__seq.10082.251","NEFL"
"seq.10085.25","STAR__seq.10085.25__ANML",0.0713823574032263,1.07399179608531,0.6527673409488,0.109353444826868,0.912922157874619,0.302026606348526,3.93770591893603,0.997685949117328,0.0713823574032263,"P49675","STAR","STAR","STAR__seq.10085.25","STAR"
"seq.10086.39","CBS__seq.10086.39__ANML",-0.648562080864461,0.52279697632573,0.437997874527132,-1.48074253000578,0.138675196094056,0.223242344113891,1.25171062445946,0.995653058142608,-0.648562080864461,"P35520","CBS","CBS","CBS__seq.10086.39","CBS"
"seq.10087.10","Alpha_crystallin_A_chain__seq.10087.10__ANML",1.27954323967598,3.59499729836918,0.932758368057201,1.37178425141452,0.170130611285984,0.625991471484912,24.531321335436,0.995653058142608,1.27954323967598,"P02489","CRYAA","CRYAA","CRYAA__seq.10087.10","CRYAA"
"seq.10088.37","APT__seq.10088.37__ANML",0.0756448068175915,1.07857940206096,0.159412118529475,0.474523565180554,0.63512659764425,0.789927728633156,1.47675936310944,0.995653058142608,0.0756448068175915,"P07741","APRT","APRT","APRT__seq.10088.37","APRT"
"seq.10089.7","ASML__seq.10089.7__ANML",-0.0805749910683874,0.922585715301068,0.259162398679546,-0.310905407107372,0.755872533778458,0.556682354468847,1.54053778150385,0.995653058142608,-0.0805749910683874,"O95671","ASMTL","ASMTL","ASMTL__seq.10089.7","ASMTL"
"seq.10336.3","CHIP__seq.10336.3__ANML",0.0941688020590321,1.09874520071639,0.185835858386867,0.506731062973835,0.612343531988918,0.765108907487999,1.58702083560407,0.995653058142608,0.0941688020590321,"Q9UNE7","STUB1","STUB1","STUB1__seq.10336.3","STUB1_1"
"seq.10339.48","NSE__seq.10339.48__ANML",-0.185266281174823,0.830883005889406,0.420202273230741,-0.440897855574166,0.65928694619663,0.364996199400083,1.89868039648074,0.995653058142608,-0.185266281174823,"P09104","ENO2","ENO2","ENO2__seq.10339.48","ENO2_1"
"seq.10342.55","PIAS4__seq.10342.55__ANML",0.0490246194048724,1.05024620685833,0.678934798701285,0.0722081406029713,0.942436266823188,0.279946010528342,4.03396918426705,0.99770185686491,0.0490246194048724,"Q8N2W9","PIAS4","PIAS4","PIAS4__seq.10342.55","PIAS4"
"seq.10344.334","IL.10_Ra__seq.10344.334__ANML",-0.102196457376225,0.9028521622778,0.668115349663311,-0.152962295249954,0.87842800934814,0.243852363615855,3.35819312287182,0.997685949117328,-0.102196457376225,"Q13651","IL10RA","IL10RA","IL10RA__seq.10344.334","IL10RA_1"
"seq.10346.5","STAT3__seq.10346.5__ANML",-0.00250742887927053,0.997495712094717,0.200754989689542,-0.012489995307953,0.990034684678127,0.672737417064303,1.47919951098831,0.999699230573408,-0.00250742887927053,"P40763","STAT3","STAT3","STAT3__seq.10346.5","STAT3_1"
"seq.10351.51","IRF1__seq.10351.51__ANML",-0.401206909072391,0.669511518698306,0.311640247266339,-1.28740402625052,0.197953501718875,0.365652800299837,1.24889833226911,0.995653058142608,-0.401206909072391,"P10914","IRF1","IRF1","IRF1__seq.10351.51","IRF1_1"
"seq.10354.57","STAT3__seq.10354.57__ANML",0.121778517361354,1.12950390856858,0.193101990368359,0.630643511902962,0.528273641664742,0.774576691328441,1.65275986137119,0.995653058142608,0.121778517361354,"P40763","STAT3","STAT3","STAT3__seq.10354.57","STAT3_2"
"seq.10356.21","c.Jun__seq.10356.21__ANML",-0.384395686243742,0.680861966158157,0.608860188391141,-0.631336542564022,0.527820498247268,0.20824571078258,2.2850488132968,0.995653058142608,-0.384395686243742,"P05412","JUN","JUN","JUN__seq.10356.21","JUN"
"seq.10361.25","OAS1__seq.10361.25__ANML",1.12440399014842,3.07838155631165,0.636876765129049,1.76549695594655,0.0774802813824036,0.938331676017414,11.8086169759637,0.995653058142608,1.12440399014842,"P00973","OAS1","OAS1","OAS1__seq.10361.25","OAS1"
"seq.10362.35","c.Myc__seq.10362.35__ANML",0.0981851272699917,1.10316699249941,0.611940881527643,0.160448713648422,0.872527618698138,0.33914966932425,3.77081576352551,0.997685949117328,0.0981851272699917,"P01106","MYC","MYC","MYC__seq.10362.35","MYC"
"seq.10363.13","SMAD3__seq.10363.13__ANML",0.048311659251316,1.04949769002446,0.227207518472157,0.212632308896223,0.831613768811254,0.673278065741796,1.64240855231659,0.995653058142608,0.048311659251316,"P84022","SMAD3","SMAD3","SMAD3__seq.10363.13","SMAD3"
"seq.10364.6","SMAD2__seq.10364.6__ANML",0.0696710083538643,1.07215539305754,0.175971121917141,0.39592296505713,0.69216185882854,0.760239089803684,1.51673340103829,0.995653058142608,0.0696710083538643,"Q15796","SMAD2","SMAD2","SMAD2__seq.10364.6","SMAD2_1"
"seq.10365.132","IL.23__seq.10365.132__ANML",0.0831708298538568,1.08672743818169,0.449375269355729,0.185081012520113,0.853165494128603,0.455010327922493,2.65438511238479,0.995653058142608,0.0831708298538568,"P29460","IL12B|IL23A","IL12B","IL12B__seq.10365.132","IL12B_1"
"seq.10366.11","PDGFRA__seq.10366.11__ANML",0.244526033632497,1.27701590715441,0.411666183229771,0.593991062647027,0.552518090655671,0.573508965342104,2.90298928406407,0.995653058142608,0.244526033632497,"P16234","PDGFRA","PDGFRA","PDGFRA__seq.10366.11","PDGFRA"
"seq.10367.62","IL.12__seq.10367.62__ANML",0.52066710140916,1.68315010706907,0.657585731725202,0.791785886295266,0.428485533177133,0.48879514062299,6.55963618832857,0.995653058142608,0.52066710140916,"P29459","IL12A|IL12B","IL12A","IL12A__seq.10367.62","IL12A_1"
"seq.10370.21","STAT1__seq.10370.21__ANML",0.156187097315112,1.16904490779319,0.170996681773444,0.913392562330812,0.361036115900235,0.837501660689077,1.63851753675222,0.995653058142608,0.156187097315112,"P42224","STAT1","STAT1","STAT1__seq.10370.21","STAT1_1"
"seq.10372.18","STAT6__seq.10372.18__ANML",0.0538210919504299,1.05529578435457,0.234214621074735,0.229793903145168,0.81825192254952,0.667637249204041,1.67406219273127,0.995653058142608,0.0538210919504299,"P42226","STAT6","STAT6","STAT6__seq.10372.18","STAT6"
"seq.10382.1","ANGL3__seq.10382.1__ANML",-0.352288749288678,0.703077079656952,0.537497849869916,-0.655423550761996,0.512195092646848,0.24303968784707,2.00425240353869,0.995653058142608,-0.352288749288678,"Q9Y5C1","ANGPTL3","ANGPTL3","ANGPTL3__seq.10382.1","ANGPTL3_1"
"seq.10390.21","ZNRF3__seq.10390.21__ANML",0.329845176020425,1.39075278991288,0.449422233739244,0.733931593183708,0.462990430874011,0.584727063095585,3.41636182761418,0.995653058142608,0.329845176020425,"Q9ULT6","ZNRF3","ZNRF3","ZNRF3__seq.10390.21","ZNRF3_1"
"seq.10391.1","ANGL3__seq.10391.1__ANML",-0.133300756718618,0.875201829691359,0.426505766155101,-0.312541511267968,0.754629020461879,0.377770148446979,2.01473799890158,0.995653058142608,-0.133300756718618,"Q9Y5C1","ANGPTL3","ANGPTL3","ANGPTL3__seq.10391.1","ANGPTL3_2"
"seq.10396.6","Mcl.1__seq.10396.6__ANML",-0.130981197506233,0.877234268427843,0.463532642568237,-0.282571679915619,0.777505192055961,0.35829769191655,2.21813128462422,0.995653058142608,-0.130981197506233,"Q07820","MCL1","MCL1","MCL1__seq.10396.6","MCL1_1"
"seq.10398.110","ANKR1__seq.10398.110__ANML",-0.128583733848299,0.879339928819443,0.836733029344031,-0.153673548597818,0.877867142165376,0.175172622436853,4.72551080615239,0.997685949117328,-0.128583733848299,"Q15327","ANKRD1","ANKRD1","ANKRD1__seq.10398.110","ANKRD1_1"
"seq.10418.36","STX12__seq.10418.36__ANML",0.186178624250305,1.20463741861661,0.270886224424714,0.687294544584892,0.491897135937733,0.710811138897549,2.05833554103305,0.995653058142608,0.186178624250305,"Q86Y82","STX12","STX12","STX12__seq.10418.36","STX12"
"seq.10419.1","SCAR5__seq.10419.1__ANML",-0.463174731959975,0.629282667107406,0.401945548693107,-1.15233203468965,0.249184657902541,0.284105245603219,1.37634265705266,0.995653058142608,-0.463174731959975,"Q6ZMJ2","SCARA5","SCARA5","SCARA5__seq.10419.1","SCARA5"
"seq.10420.30","FAIM1__seq.10420.30__ANML",0.291634589614342,1.33861378487999,0.430477888195736,0.677467060704723,0.498109662426219,0.578831011831694,3.13963152447724,0.995653058142608,0.291634589614342,"Q9NVQ4","FAIM","FAIM","FAIM__seq.10420.30","FAIM_1"
"seq.10424.31","NPDC1__seq.10424.31__ANML",0.45409073015977,1.57474086748412,0.668952603750552,0.678808524869869,0.497259191581709,0.429867033989484,5.93619056935879,0.995653058142608,0.45409073015977,"Q9NQX5","NPDC1","NPDC1","NPDC1__seq.10424.31","NPDC1"
"seq.10425.3","B4GT5__seq.10425.3__ANML",1.26905328659973,3.55748305075089,1.32941384403876,0.954596111880665,0.33978198416948,0.274177955687131,51.5611730947478,0.995653058142608,1.26905328659973,"O43286","B4GALT5","B4GALT5","B4GALT5__seq.10425.3","B4GALT5"
"seq.10426.21","GOSR2__seq.10426.21__ANML",0.312925974569161,1.36742030340384,0.265222448988541,1.17986232222251,0.238054977423065,0.812504297993148,2.30245103532326,0.995653058142608,0.312925974569161,"O14653","GOSR2","GOSR2","GOSR2__seq.10426.21","GOSR2"
"seq.10428.1","KI2S2__seq.10428.1__ANML",-0.18950461380026,0.827368899573806,0.214902968998263,-0.881814777541725,0.377876978988896,0.541721231445576,1.25948271049673,0.995653058142608,-0.18950461380026,"P43631","KIR2DS2","KIR2DS2","KIR2DS2__seq.10428.1","KIR2DS2"
"seq.10430.31","X4F2_CD__seq.10430.31__ANML",-0.384985858209858,0.680460259062729,0.442030687452624,-0.870948260240689,0.383782404326277,0.288028006323842,1.64468077589876,0.995653058142608,-0.384985858209858,"P08195","SLC3A2","SLC3A2","SLC3A2__seq.10430.31","SLC3A2_1"
"seq.10432.3","K1644__seq.10432.3__ANML",0.303668366989159,1.35481967865042,0.72818693793056,0.417019794192074,0.676663929449365,0.332147160945415,5.8418860823017,0.995653058142608,0.303668366989159,"Q3SXP7","SHISAL1","SHISAL1","SHISAL1__seq.10432.3","SHISAL1"
"seq.10435.2","ASPG__seq.10435.2__ANML",-0.820900254023622,0.44003533255888,0.673761099565113,-1.21838475767372,0.2230777946026,0.117413472367334,1.65380189314081,0.995653058142608,-0.820900254023622,"P20933","AGA","AGA","AGA__seq.10435.2","AGA"
"seq.10438.19","CSF2R__seq.10438.19__ANML",0.811321736498792,2.2508810931072,0.643850367869595,1.26010914489858,0.207629991765271,0.643304354666826,8.05659612234955,0.995653058142608,0.811321736498792,"P15509","CSF2RA","CSF2RA","CSF2RA__seq.10438.19","CSF2RA"
"seq.10439.57","Alpha.amylase_2B__seq.10439.57__ANML",0.385006245269523,1.46962349960734,0.317671949280231,1.21196173014915,0.225527030369243,0.788807910517289,2.74505911179491,0.995653058142608,0.385006245269523,"P19961","AMY2B","AMY2B","AMY2B__seq.10439.57","AMY2B_1"
"seq.10440.26","ACAM_ECD__seq.10440.26__ANML",-0.259784441346356,0.771217810560241,0.530003912279629,-0.490155705132407,0.624023722234279,0.273037586433203,2.18781193379745,0.995653058142608,-0.259784441346356,"Q9H6B4","CLMP","CLMP","CLMP__seq.10440.26","CLMP_1"
"seq.10442.1","TM190__seq.10442.1__ANML",-0.0376684626065654,0.963032169145376,0.262679446525957,-0.143400875495766,0.885973591575639,0.575175976843005,1.61239937716164,0.997685949117328,-0.0376684626065654,"Q8WZ59","TMEM190","TMEM190","TMEM190__seq.10442.1","TMEM190"
"seq.10445.20","ApoM__seq.10445.20__ANML",-0.160113270595948,0.852047271597794,0.627926400155763,-0.254987321055829,0.798732891962885,0.248391333307728,2.91983530276787,0.995653058142608,-0.160113270595948,"O95445","APOM","APOM","APOM__seq.10445.20","APOM_1"
"seq.10447.18","PABP3__seq.10447.18__ANML",0.533355496117221,1.70464264453064,0.378492112672924,1.40915881271778,0.158788213500161,0.818718120822996,3.6193747798868,0.995653058142608,0.533355496117221,"Q9H361","PABPC3","PABPC3","PABPC3__seq.10447.18","PABPC3"
"seq.10449.31","TMM46__seq.10449.31__ANML",0.59800276261783,1.8184832283663,0.641213549388137,0.932610926872116,0.351020889582593,0.518443808576868,6.42259430311412,0.995653058142608,0.59800276261783,"Q6UWI4","SHISA2","SHISA2","SHISA2__seq.10449.31","SHISA2"
"seq.10451.11","NUCB1__seq.10451.11__ANML",0.779183459170447,2.17969173136322,0.582081728249395,1.33861521734041,0.180695969590593,0.699804723415749,6.87480145248032,0.995653058142608,0.779183459170447,"Q02818","NUCB1","NUCB1","NUCB1__seq.10451.11","NUCB1"
"seq.10453.7","CEA20__seq.10453.7__ANML",0.463764601230459,1.59004863089101,0.459326576243293,1.0096620252707,0.312657242114203,0.660043642792788,4.02593918864046,0.995653058142608,0.463764601230459,"Q6UY09","CEACAM20","CEACAM20","CEACAM20__seq.10453.7","CEACAM20"
"seq.10454.99","DJC16__seq.10454.99__ANML",0.0453407020203192,1.04638430443113,0.156553660336696,0.28961764242884,0.772108768497615,0.770452194797716,1.42430399100915,0.995653058142608,0.0453407020203192,"Q9Y2G8","DNAJC16","DNAJC16","DNAJC16__seq.10454.99","DNAJC16"
"seq.10455.196","IL.31__seq.10455.196__ANML",-0.171761070418916,0.842180370934719,0.323784620701754,-0.530479397219823,0.595779589941319,0.448654775628706,1.61095394745388,0.995653058142608,-0.171761070418916,"Q6EBC2","IL31","IL31","IL31__seq.10455.196","IL31"
"seq.10457.3","IL.18_Rb__seq.10457.3__ANML",0.542640692971322,1.72054429779501,0.679772747103062,0.798267796530318,0.424715101793655,0.469652203054261,6.82855446353037,0.995653058142608,0.542640692971322,"O95256","IL18RAP","IL18RAP","IL18RAP__seq.10457.3","IL18RAP_1"
"seq.10460.1","Chitotriosidase.1__seq.10460.1__ANML",-0.315231962268777,0.729619610418225,0.143022162076861,-2.20407772957151,0.0275188780668066,0.549156440094306,0.962801071749071,0.995653058142608,-0.315231962268777,"Q13231","CHIT1","CHIT1","CHIT1__seq.10460.1","CHIT1_1"
"seq.10462.14","INSL5__seq.10462.14__ANML",-0.224263315623194,0.799104689914502,0.405865708715446,-0.552555465533123,0.580567844261988,0.362097195597637,1.78351555488916,0.995653058142608,-0.224263315623194,"Q9Y5Q6","INSL5","INSL5","INSL5__seq.10462.14","INSL5"
"seq.10463.23","Alkaline_phosphatase._intestine__seq.10463.23__ANML",-0.599739480020194,0.548954631116101,0.846891569114935,-0.70816560453774,0.478842423004141,0.104156138136145,2.91717762978254,0.995653058142608,-0.599739480020194,"P09923","ALPI","ALPI","ALPI__seq.10463.23","ALPI_1"
"seq.10464.6","ANTR1__seq.10464.6__ANML",-0.00325005909986009,0.996755216625196,0.426287091820371,-0.00762410863998106,0.993916900358421,0.431665448242839,2.30082376564936,0.999699230573408,-0.00325005909986009,"Q9H6X2","ANTXR1","ANTXR1","ANTXR1__seq.10464.6","ANTXR1"
"seq.10470.34","TXD11_N.term__seq.10470.34__ANML",0.207869446593264,1.23105244096722,0.217932550398385,0.953824686643986,0.340172391121875,0.802836455130633,1.88880103858497,0.995653058142608,0.207869446593264,"Q6PKC3","TXNDC11","TXNDC11","TXNDC11__seq.10470.34","TXNDC11_1"
