"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.24647.3",0.0500388481858755,0.0258108591837073,0.0600155311061972,0.833764981556724,0.404609020029647,0.230155917445304,0.226374757904269,1018,-0.0677294506121099,0.167807146983861,1680.37023528886,"ABEC2__seq.24647.3__ANML",0.739481164581358,"Q9Y235","APOBEC2","APOBEC2","APOBEC2__seq.24647.3","APOBEC2"
"seq.24648.8",-0.113248060912997,-0.0668783268654458,0.0295884369345748,-3.8274431719191,0.000137384412080956,0.754799589977092,0.753594081569899,1017,-0.171309430963675,-0.0551866908623187,232.171282358124,"SLBP__seq.24648.8__ANML",0.0298179443250088,"Q14493","SLBP","SLBP","SLBP__seq.24648.8","SLBP"
"seq.24649.11",-0.0244707905734895,-0.0124795793974058,0.0443768976198757,-0.551430854475266,0.58145948522808,0.588176621467672,0.58615192442474,1017,-0.111551547157757,0.0626099660107785,1061.54185184429,"NTAQ1__seq.24649.11__ANML",0.84710840648948,"Q96HA8","NTAQ1","NTAQ1","NTAQ1__seq.24649.11","NTAQ1"
"seq.24651.1",0.0260996569740527,0.0291837455110544,0.03052337470772,0.855071145440926,0.392712952832479,0.0633197368878856,0.0587191462046237,1018,-0.0337962707407393,0.0859955846888447,296.67457829864,"RTN1__seq.24651.1__ANML",0.733003807682453,"Q16799","RTN1","RTN1","RTN1__seq.24651.1","RTN1"
"seq.24654.13",-0.0257894133978446,-0.0465335306683255,0.0184415533291984,-1.39844040995248,0.162285408739591,0.109758497709624,0.105385995242578,1018,-0.061977218833224,0.0103983920375347,-735.338919170679,"HES6__seq.24654.13__ANML",0.541925650391533,"Q96HZ4","HES6","HES6","HES6__seq.24654.13","HES6"
"seq.24655.23",0.1234115387679,0.0413421124617708,0.0423950571632227,2.91098885166638,0.00368131723617411,0.837726090963748,0.836929849996936,1019,0.0402199409384664,0.206603136597334,970.461753410999,"RIPL2__seq.24655.23__ANML",0.128317684524059,"Q969X0","RILPL2","RILPL2","RILPL2__seq.24655.23","RILPL2"
"seq.24656.6",-0.0220094361124841,-0.0316488423490885,0.0232646335377613,-0.94604697197401,0.344350453537465,0.104287804446615,0.0998623489349875,1012,-0.0676618797274959,0.0236430075025277,-263.956280366769,"SESQ2__seq.24656.6__ANML",0.708366701897076,"Q6ICB4","PHETA2","PHETA2","PHETA2__seq.24656.6","PHETA2"
"seq.24658.98",0.0122358530531238,0.0157841578451602,0.0202895743930996,0.603061100053687,0.546602766591495,0.450380771278494,0.447673287393166,1015,-0.0275784587135347,0.0520501648197822,-539.140116226327,"CC115__seq.24658.98__ANML",0.828491934306607,"Q96NT0","CCDC115","CCDC115","CCDC115__seq.24658.98","CCDC115"
"seq.24659.6",-0.0678312497791469,-0.0880727577307284,0.0264325859869833,-2.5661980183305,0.010424961932254,0.0574700531791588,0.052813284667198,1012,-0.11970020096684,-0.0159622985914541,-1.54252077434824,"DJB13__seq.24659.6__ANML",0.186313193678195,"P59910","DNAJB13","DNAJB13","DNAJB13__seq.24659.6","DNAJB13"
"seq.24661.4",-0.0213866649756774,-0.0240060656171104,0.0270023351427896,-0.792030202668906,0.428528493434936,0.267291624450036,0.263675097423629,1013,-0.0743735785012031,0.0316002485498483,40.6215548474858,"MA6D1__seq.24661.4__ANML",0.754065235428383,"Q9H9H5","MAP6D1","MAP6D1","MAP6D1__seq.24661.4","MAP6D1"
"seq.24662.78",-0.0615720342354555,-0.0550388417676827,0.0387977370126216,-1.58700065974016,0.112824565116304,0.038488428416329,0.0337425667599436,1013,-0.137705165877695,0.0145610974067838,764.314239957439,"TTC36__seq.24662.78__ANML",0.472538661107685,"A6NLP5","TTC36","TTC36","TTC36__seq.24662.78","TTC36"
"seq.24664.3",0.0310146317825918,0.0475480670917336,0.02115367217073,1.46615828837067,0.142913981923722,0.155217899953435,0.151068675493482,1018,-0.0104951564165486,0.0725244199817322,-455.182255929349,"INM02__seq.24664.3__ANML",0.516987219674103,"Q5UCC4","EMC10","EMC10","EMC10__seq.24664.3","EMC10"
"seq.24665.48",-0.0283771057767769,-0.0371390553197349,0.0253869600964126,-1.11778273842195,0.26392403175802,0.115563469529094,0.11121092754843,1016,-0.0781939790539192,0.0214397675003654,-83.5430309185295,"REM1__seq.24665.48__ANML",0.640450715100935,"O75628","REM1","REM1","REM1__seq.24665.48","REM1"
